date,index,start,end,type,P,dD,dD_dev,dO,dO_dev,d_excess,min_temp,max_temp,temp,precip,duration,gwt,gwt2
414,2017-12-18,414,2017-12-18,2017-12-18 12:00:00,R,2.3,-91.21,0.26,-13.13,0.04,13.83,-0.1,3.08,0.58,2.3,13,HCE,Mixed
415,2017-12-18,415,2017-12-18 12:00:00,2017-12-19,R,0.3,-38.26,0.35,-6.08,0.06,10.38,3.08,5.3,4.03,0.5,13,HCE,Mixed
416,2017-12-19,416,2017-12-19,2017-12-19 12:00:00,R,0.1,-33.48,0.11,-5.29,0.05,8.84,2.7,4.43,3.7,0.1,13,HCE,Mixed
417,2017-12-20,417,2017-12-19 12:00:00,2017-12-20,R,0.7,-34.99,0.09,-6,0.06,13.01,3.75,4.95,4.5,0.7,13,HCE,Mixed
418,2017-12-20,418,2017-12-20,2017-12-20 12:00:00,R,1.1,-25.99,0.09,-5.04,0.05,14.33,3.58,4.9,3.8,1.7,13,HCE,Mixed
419,2017-12-20,419,2017-12-20 12:00:00,2017-12-21,R,0.2,-22.49,0.63,-4.56,0.13,13.99,4.9,5.9,5.38,0.3,13,HCE,Mixed
420,2017-12-21,420,2017-12-21,2017-12-21 12:00:00,R,0.1,-27.16,0.31,-5.04,0.06,13.16,5.6,6.55,5.88,0.1,13,NW,Mixed
421,2017-12-21,421,2017-12-21 12:00:00,2017-12-24,R,0.8,-29.72,0.19,-4.68,0.04,7.72,6.55,8.58,7.5,0.8,61,NW,Mixed
422,2017-12-24,422,2017-12-24,2017-12-25,R,0.3,-40.69,0.18,-5.96,0.03,6.99,5.7,7.08,6.6,0.4,25,W,Zonal
423,2017-12-26,423,2017-12-26,2017-12-27,R,3.4,-68.87,0.3,-9.96,0.07,10.81,0.08,6.4,4.58,3.4,25,W,Zonal
424,2017-12-27,424,2017-12-27,2017-12-28,R,6.7,-93.23,0.25,-13.03,0.07,11.01,2.48,5.63,4.1,6.7,25,N,Meridional
425,2017-12-28,425,2017-12-28,2017-12-29,R,0.1,-46.39,0.17,-7.58,0.04,14.25,0.45,2.75,1.13,0.2,25,N,Meridional
426,2017-12-29,426,2017-12-29,2017-12-30,R,7.3,-62.65,0.28,-9.92,0.05,16.71,0.28,3.9,0.78,7.3,25,N,Meridional
427,2017-12-30,427,2017-12-30,2017-12-31,R,13.2,-38.88,0.17,-5.57,0.05,5.68,2.75,12.45,10.4,13.2,25,W,Zonal
428,2017-12-31,428,2017-12-31,2018-01-01,R,3,-17.43,0.55,-3.03,0.09,6.81,8.38,12.7,11.23,3.9,25,W,Zonal
429,2018-01-01,429,2018-01-01,2018-01-02,R,22.2,-66.83,0.19,-10.38,0.06,16.21,4.45,8.5,5.6,22.2,25,W,Zonal
430,2018-01-02,430,2018-01-02,2018-01-03,R,5.1,-42.57,0.22,-7.19,0.08,14.95,4.13,6.42,5.03,5.3,25,W,Zonal
431,2018-01-03,431,2018-01-03,2018-01-04,R,27.6,-27.6,0.27,-4.4,0.04,7.6,5.63,10.74,7.02,27.7,25,W,Zonal
432,2018-01-04,432,2018-01-04,2018-01-05,R,32.1,-37.51,0.55,-5.62,0.04,7.45,4.95,11.94,7.56,32.1,25,W,Zonal
433,2018-01-05,433,2018-01-05,2018-01-06,R,4.6,-40.9,0.16,-6.18,0.04,8.54,6.38,8.02,7.64,4.6,25,W,Zonal
434,2018-01-06,434,2018-01-06,2018-01-07,R,7,-65.99,0.14,-9.7,0.07,11.61,5.57,7.42,6.63,7,25,W,Zonal
435,2018-01-07,435,2018-01-07,2018-01-08,R,0.3,-73.7,0.36,-10.49,0.09,10.22,3.85,5.76,4.68,0.6,25,E,Meridional
436,2018-01-10,436,2018-01-10,2018-01-10 12:00:00,R,0.6,-96.38,0.16,-12.96,0.05,7.30000000000001,5.28,6.98,5.76,0.6,13,E,Meridional
437,2018-01-10,437,2018-01-10 12:00:00,2018-01-11,R,2.1,-85.88,0.26,-11.9,0.03,9.32000000000001,5.59,6.67,5.79,2.1,13,E,Meridional
438,2018-01-11,438,2018-01-11,2018-01-11 12:00:00,R,0.3,-60.08,0.24,-8.73,0.05,9.76000000000001,5.29,6.24,5.55,1.3,13,E,Meridional
439,2018-01-15,439,2018-01-15,2018-01-15 12:00:00,R,0.2,-55.58,0.19,-8.72,0.04,14.18,-1.24,4.12,0.37,0.2,13,W,Zonal
440,2018-01-15,440,2018-01-15 12:00:00,2018-01-16,R,14.7,-89.34,0.23,-12.54,0.03,10.98,3.94,6.78,5.12,14.8,13,W,Zonal
441,2018-01-16,441,2018-01-16,2018-01-16 12:00:00,R,12.4,-44.85,0.4,-7.06,0.06,11.63,4.31,6.78,5.79,14.2,13,W,Zonal
442,2018-01-16,442,2018-01-16 12:00:00,2018-01-17,R,7.8,-28.1,0.23,-6.33,0.08,22.54,2.54,5.91,4.4,7.8,13,W,Zonal
443,2018-01-17,443,2018-01-17,2018-01-17 12:00:00,R,5.3,-32.9,0.17,-7.34,0.06,25.82,0.54,2.77,1.92,7.2,13,W,Zonal
444,2018-01-17,444,2018-01-17 12:00:00,2018-01-18,R,3.7,-23.26,1.25,-5.77,0.17,22.9,1.5,4.25,2.98,4.9,13,W,Zonal
445,2018-01-18,445,2018-01-18,2018-01-18 12:00:00,R,18.7,-69.75,0.27,-10.56,0.07,14.73,1.76,8.28,3.2,19.9,13,W,Zonal
446,2018-01-18,446,2018-01-18 12:00:00,2018-01-19,R,1.1,-31.06,0.11,-5.33,0.04,11.58,4.41,9.41,6.51,1.9,13,W,Zonal
447,2018-01-20,447,2018-01-20,2018-01-20 12:00:00,R,4.6,-75.67,0.26,-12.18,0.05,21.77,0.9,1.94,1.63,4.6,13,W,Zonal
448,2018-01-20,448,2018-01-20 12:00:00,2018-01-21,R,6,-116.58,0.14,-16.42,0.05,14.78,1.42,2.48,2.12,6.9,13,W,Zonal
449,2018-01-22,449,2018-01-21 12:00:00,2018-01-22,R,4.2,-96.61,0.17,-13.23,0.03,9.23,1,3.47,2.59,4.2,13,W,Zonal
450,2018-01-22,450,2018-01-22,2018-01-22 12:00:00,R,2,-73.42,0.08,-9.99,0.06,6.5,1,9.49,2.98,4.4,13,W,Zonal
451,2018-01-22,451,2018-01-22 12:00:00,2018-01-23,R,5,-64.4,0.1,-8.21,0.03,1.28,5.47,9.68,8.18,5,13,W,Zonal
452,2018-01-23,452,2018-01-23 12:00:00,2018-01-24,R,0.6,-42.81,0.47,-6.43,0.08,8.63,6.02,7.86,7.43,0.6,13,W,Zonal
453,2018-01-24,453,2018-01-24,2018-01-24 12:00:00,R,2.2,-24.3,0.19,-4.15,0.05,8.9,7.86,9.54,9.22,2.5,13,SW,Mixed
454,2018-01-25,454,2018-01-25,2018-01-25 12:00:00,R,13.7,-51.76,0.18,-7.59,0.05,8.96,8.02,10.16,9.16,13.7,13,SW,Mixed
455,2018-01-25,455,2018-01-25 12:00:00,2018-01-26,R,7.3,-73.32,0.15,-9.92,0.07,6.04000000000001,5.72,8.74,7.08,7.5,13,SW,Mixed
456,2018-01-26,456,2018-01-26,2018-01-26 11:45:00,R,0.4,-104.33,0.2,-13.61,0.04,4.55,5.17,6.15,5.4,0.7,13,SW,Mixed
457,2018-01-27,457,2018-01-27,2018-01-27 12:00:00,R,0.3,-62.66,0.18,-9.97,0.03,17.1,-1.75,2,-0.24,0.3,13,W,Zonal
458,2018-01-28,458,2018-01-28,2018-01-28 12:00:00,R,0.1,-44.29,0.06,-5.22,0.06,-2.53,2.98,4.55,3.71,0.1,13,W,Zonal
459,2018-01-29,459,2018-01-28 12:00:00,2018-01-29,R,0.1,-32.84,0.2,-5.05,0.05,7.56,4.55,6.66,5.98,0.1,13,W,Zonal
460,2018-01-29,460,2018-01-29,2018-01-29 12:00:00,R,0.3,-26.41,0.14,-3.88,0.07,4.63,6.66,8.06,7.11,0.4,13,W,Zonal
461,2018-01-29,461,2018-01-29 12:00:00,2018-01-30,R,0.4,-18.57,0.2,-3.22,0.05,7.19,7.49,8.31,7.91,0.4,13,W,Zonal
462,2018-01-30,462,2018-01-30,2018-01-30 12:00:00,R,0.3,-14.93,0.16,-3.19,0.04,10.59,1.26,7.54,5.34,0.4,13,W,Zonal
463,2018-01-30,463,2018-01-30 12:00:00,2018-01-31,R,0.8,-28.81,0.13,-4.64,0.06,8.31,4.55,7.95,7.11,0.8,13,W,Zonal
464,2018-01-31,464,2018-01-31,2018-01-31 12:00:00,R,6.2,-28.35,0.16,-4.64,0.06,8.77,6.64,7.75,7.27,6.4,13,W,Zonal
465,2018-01-31,465,2018-01-31 12:00:00,2018-02-01,R,22.7,-93.54,0.21,-12.75,0.03,8.45999999999999,2.72,6.82,5.86,23.5,13,W,Zonal
466,2018-02-01,466,2018-02-01 12:00:00,2018-02-02,R,0.9,-33.94,0.2,-6.51,0.06,18.14,0.38,2.85,1.91,0.9,13,N,Meridional
467,2018-02-02,467,2018-02-02,2018-02-02 12:00:00,R,0.7,-54.85,0.21,-8.8,0.03,15.55,-0.05,2.39,0.46,0.7,13,N,Meridional
468,2018-02-02,468,2018-02-02 12:00:00,2018-02-03,R,0.5,-52.73,0.13,-8.3,0.05,13.67,-0.05,3.29,2.39,0.9,13,N,Meridional
469,2018-02-03,469,2018-02-03,2018-02-03 12:00:00,R,0.3,-67.79,0.17,-9.97,0.04,11.97,-0.24,3.17,0.25,0.3,13,N,Meridional
470,2018-02-03,470,2018-02-03 12:00:00,2018-02-04,R,0.7,-98.63,0.07,-13.81,0.04,11.85,0.14,3.3,2.33,0.8,13,N,Meridional
471,2018-02-04,471,2018-02-04,2018-02-04 12:00:00,R,0.9,-102.84,0.17,-14.48,0.08,13,-0.3,0.22,0.07,1,13,N,Meridional
472,2018-02-04,472,2018-02-04 12:00:00,2018-02-05,R,0.1,-69.74,0.22,-9.02,0.04,2.42,-2.96,-0.3,-1.03,0.2,13,N,Meridional
473,2018-02-05,473,2018-02-05 12:00:00,2018-02-06,R,1,-77.21,0.14,-10.98,0.04,10.63,-0.63,2.79,0.45,1,13,N,Meridional
474,2018-02-07,474,2018-02-07 12:00:00,2018-02-08,R,0.6,-81.11,0.21,-12.4,0.05,18.09,-3.27,0.31,-0.57,0.6,13,N,Meridional
475,2018-02-08,475,2018-02-08 12:00:00,2018-02-09,R,0.9,-72.72,0.18,-11.07,0.06,15.84,-7.95,1.05,-1.6,0.9,13,N,Meridional
476,2018-02-09,476,2018-02-09,2018-02-09 12:00:00,R,0.1,-67.76,0.06,-10.01,0.06,12.32,-9.98,-2,-8.36,0.1,13,W,Zonal
477,2018-02-10,477,2018-02-10 12:00:00,2018-02-11,R,1.8,-81.67,0.07,-11.98,0.05,14.17,-0.84,1.08,0.5,1.8,13,W,Zonal
478,2018-02-11,478,2018-02-11,2018-02-11 12:00:00,R,3,-51.28,0.05,-8.24,0.04,14.64,-0.38,1.94,0.02,3,13,W,Zonal
479,2018-02-11,479,2018-02-11 12:00:00,2018-02-12,R,1.4,-58.74,0.2,-9.33,0.03,15.9,1.57,3.79,2.73,2.4,13,W,Zonal
480,2018-02-15,480,2018-02-15,2018-02-15 12:00:00,R,3.6,-95.03,0.19,-12.74,0.04,6.89,-0.32,2.34,0.69,3.6,13,W,Zonal
481,2018-02-15,481,2018-02-15 12:00:00,2018-02-16,R,1.8,-40.33,0.12,-5.56,0.15,4.15,2.34,5.54,5.08,2.4,13,W,Zonal
482,2018-02-16,482,2018-02-16,2018-02-16 12:00:00,R,0.1,-25.16,0.16,-3.9,0.02,6.04,-0.38,5.23,3.21,0.1,13,W,Zonal
483,2018-02-16,483,2018-02-16 12:00:00,2018-02-17,R,0,-24.4,0.35,-4.6,0.08,12.4,-1.96,6.85,4.41,0,13,W,Zonal
484,2018-02-17,484,2018-02-17,2018-02-17 12:00:00,R,0.8,-145.54,0.23,-18.75,0.07,4.46000000000001,-2.17,0.91,-0.14,0.8,13,HCE,Mixed
485,2018-02-18,485,2018-02-18,2018-02-18 12:00:00,R,0,-78.48,0.24,-11.37,0.04,12.48,-6.06,0.97,-4.35,0.1,13,HCE,Mixed
486,2018-02-18,486,2018-02-18 12:00:00,2018-02-19,R,0.1,-69.14,0.15,-10.12,0.06,11.82,-3.16,3.32,1.18,0.1,13,HCE,Mixed
487,2018-03-03,487,2018-03-03 12:00:00,2018-03-04,R,1.5,-81.85,0.21,-11.39,0.05,9.27000000000001,-3.01,0.83,0.08,1.5,13,E,Meridional
488,2018-03-04,488,2018-03-04,2018-03-04 12:00:00,R,0.9,-75.62,0.08,-10.86,0.03,11.26,0.29,2.1,0.49,1.1,13,S,Meridional
489,2018-03-04,489,2018-03-04 12:00:00,2018-03-05,R,1,-51.11,0.1,-7.1,0.04,5.69,2.1,7.65,6.47,1,13,S,Meridional
490,2018-03-07,490,2018-03-07,2018-03-07 12:00:00,R,0.6,-81.91,0.25,-11.58,0.04,10.73,-1.89,4.35,1.35,0.6,13,W,Zonal
491,2018-03-07,491,2018-03-07 12:00:00,2018-03-08,R,2.4,-100.43,0.14,-13.78,0.05,9.80999999999999,2.43,4.97,4.37,2.6,13,W,Zonal
492,2018-03-08,492,2018-03-08,2018-03-08 12:00:00,R,0.1,-56.38,0.12,-8.64,0.04,12.74,1.98,5.41,2.53,0.1,13,W,Zonal
493,2018-03-08,493,2018-03-08 12:00:00,2018-03-09,R,9.7,-43.28,0.23,-7.56,0.05,17.2,2.56,9.8,5.41,9.7,13,W,Zonal
494,2018-03-09,494,2018-03-09,2018-03-09 12:00:00,R,1.5,-35.35,0.17,-6.41,0.04,15.93,2.63,6.52,3.38,1.9,13,W,Zonal
495,2018-03-09,495,2018-03-09 12:00:00,2018-03-10,R,5.4,-43.4,0.11,-6.34,0.01,7.32,6.52,7.78,7.35,5.8,13,W,Zonal
496,2018-03-11,496,2018-03-11,2018-03-11 12:00:00,R,0.7,-40.26,0.23,-5.32,0.06,2.3,6.49,11.76,8.85,0.7,13,S,Meridional
497,2018-03-11,497,2018-03-11 12:00:00,2018-03-12,R,0.1,-53.58,0.19,-6.99,0.09,2.34,7.09,12.23,11.07,0.6,13,S,Meridional
498,2018-03-12,498,2018-03-12,2018-03-12 12:00:00,R,0.6,-52.97,0.13,-7.11,0.03,3.91,6.43,10.49,6.81,0.6,13,S,Meridional
499,2018-03-12,499,2018-03-12 12:00:00,2018-03-13,R,1.7,-58.99,0.26,-8.05,0.02,5.41,7.36,10.76,9.6,1.7,13,S,Meridional
500,2018-03-13,500,2018-03-13,2018-03-13 12:00:00,R,4.7,-53.33,0.09,-8.03,0.04,10.91,6.13,7.36,6.5,4.8,13,S,Meridional
501,2018-03-13,501,2018-03-13 12:00:00,2018-03-14,R,0.1,-69.79,0.13,-9.56,0.04,6.69,4.52,6.25,5.54,0.1,13,S,Meridional
502,2018-03-15,502,2018-03-15,2018-03-15 12:00:00,R,0.5,-58.09,0.23,-6.43,0.03,-6.65000000000001,3.76,5.28,4.53,0.5,13,S,Meridional
503,2018-03-15,503,2018-03-15 12:00:00,2018-03-16,R,6.7,-100.15,0.21,-12.97,0.05,3.61,5.24,6.42,5.8,6.8,13,S,Meridional
504,2018-03-16,504,2018-03-16,2018-03-16 12:00:00,R,1.8,-85.86,0.21,-12.11,0.05,11.02,6.14,7.83,6.77,1.8,13,E,Meridional
505,2018-03-22,505,2018-03-22,2018-03-22 12:00:00,R,0.7,-65.01,0.26,-9.93,0.08,14.43,-3.21,0.77,-1.89,0.7,13,HCE,Mixed
506,2018-03-22,506,2018-03-22 12:00:00,2018-03-23,R,1.1,-56.54,0.32,-8.78,0.05,13.7,0.49,4.46,2.93,1.7,13,HCE,Mixed
507,2018-03-23,507,2018-03-23,2018-03-23 12:00:00,R,0.2,-21.6,0.1,-4.25,0.04,12.4,2.96,4.45,3.81,0.2,13,W,Zonal
508,2018-03-27,508,2018-03-27,2018-03-27 12:00:00,R,0.1,-45.62,0.48,-5.96,0.05,2.06,1.57,7.61,3.1,0.1,13,W,Zonal
509,2018-03-27,509,2018-03-27 12:00:00,2018-03-28,R,3.8,-57.66,0.2,-7.95,0.05,5.94,5.63,7.61,6.07,3.9,13,W,Zonal
510,2018-03-28,510,2018-03-28,2018-03-28 12:00:00,R,1.2,-48.12,0.14,-6.31,0.04,2.36,5.89,7.84,6.78,1.7,13,W,Zonal
511,2018-03-28,511,2018-03-28 12:00:00,2018-03-29,R,8.7,-71.09,0.18,-9.08,0.05,1.55,4.46,10.83,7.34,9.6,13,W,Zonal
512,2018-03-29,512,2018-03-29,2018-03-29 12:00:00,R,0.7,-54.28,0.17,-8.03,0.05,9.95999999999999,2.71,6.45,3.29,0.7,13,W,Zonal
513,2018-03-30,513,2018-03-30 12:00:00,2018-03-31,R,3.7,-89.19,0.1,-12.1,0.05,7.61,4.79,10.35,6.52,3.7,13,W,Zonal
514,2018-03-31,514,2018-03-31,2018-03-31 12:00:00,R,0.1,-81.74,0.23,-11.5,0.07,10.26,0.15,4.79,1.38,0.1,13,W,Zonal
515,2018-03-31,515,2018-03-31 12:00:00,2018-04-01,R,0.4,-43.57,0.5,-6.27,0.07,6.59,4.16,10.25,7.79,0.4,13,W,Zonal
516,2018-04-01,516,2018-04-01,2018-04-01 12:00:00,R,2.3,-79.98,0.18,-11.5,0.05,12.02,3.85,6.46,4.83,2.3,13,W,Zonal
517,2018-04-01,517,2018-04-01 12:00:00,2018-04-02,R,0.1,-67.14,0.03,-9.04,0.04,5.17999999999999,4.64,7.09,6.21,0.1,13,W,Zonal
518,2018-04-02,518,2018-04-02 12:00:00,2018-04-03,R,0.4,-40.85,0.1,-3.76,0.02,-10.77,9.63,12.29,11.55,0.4,13,W,Zonal
519,2018-04-03,519,2018-04-03,2018-04-03 09:40:00,R,1.7,-16.37,0.06,-1.95,0.03,-0.770000000000001,8.42,11.06,9.63,1.7,11,W,Zonal
520,2018-04-03,520,2018-04-03 12:00:00,2018-04-04,R,2.7,-34.28,0.14,-4.62,0.05,2.68,9.97,13.57,12.58,2.7,13,W,Zonal
521,2018-04-04,521,2018-04-04,2018-04-04 12:00:00,R,5.8,-58.46,0.18,-8,0.02,5.54,8.1,10.01,9.02,5.8,13,W,Zonal
522,2018-04-04,522,2018-04-04 12:00:00,2018-04-05,R,5.6,-78.1,0.12,-11.13,0.04,10.94,7.59,12.05,9.63,6,13,W,Zonal
523,2018-04-05,523,2018-04-05,2018-04-05 12:00:00,R,1.9,-51.01,0.07,-7.47,0.03,8.75,7.07,8.88,7.92,2.1,13,W,Zonal
524,2018-04-05,524,2018-04-05 12:00:00,2018-04-06,R,0.2,-50.94,0.1,-6.79,0.04,3.38,0.45,8.7,7.11,0.2,13,W,Zonal
525,2018-04-10,525,2018-04-10 12:00:00,2018-04-11,R,3.1,-52.1,0.11,-6.97,0.03,3.66,5.55,14.23,9.78,3.1,13,E,Meridional
526,2018-04-11,526,2018-04-11,2018-04-11 12:00:00,R,0.2,-37.76,0.1,-2.92,0.09,-14.4,2.21,12.35,3.73,0.2,13,E,Meridional
527,2018-04-14,527,2018-04-14 12:00:00,2018-04-15,R,0.4,-34.84,0.06,-4.07,0.05,-2.28,11.58,18,16.35,0.4,13,E,Meridional
528,2018-04-15,528,2018-04-15,2018-04-15 12:00:00,R,2.5,-69.37,0.14,-8.52,0.06,-1.21000000000001,9.37,14.29,10.43,2.6,13,E,Meridional
529,2018-04-23,529,2018-04-23,2018-04-23 08:00:00,R,0.9,-10.91,0.13,-1.77,0.08,3.25,14.09,18.51,16.47,0.9,9,W,Zonal
530,2018-04-25,530,2018-04-25 12:00:00,2018-04-26,R,2.2,-20.89,0.12,-3.24,0.08,5.03,8.46,15.03,12.44,2.2,13,W,Zonal
531,2018-04-26,531,2018-04-26,2018-04-26 12:00:00,R,0.1,-8.94,0.1,-0.25,0.05,-6.94,5.44,9.58,6.95,0.1,13,W,Zonal
532,2018-04-28,532,2018-04-28 12:00:00,2018-04-29,R,1.2,-27.81,0.26,-3.62,0.08,1.15,5.97,15.66,11.83,1.2,13,S,Meridional
533,2018-04-29,533,2018-04-29,2018-04-29 12:00:00,R,4.3,-13.49,0.2,-2.04,0.04,2.83,4.08,13.6,6.73,4.3,13,S,Meridional
534,2018-04-29,534,2018-04-29 12:00:00,2018-04-30,R,27.4,-21.34,0.13,-3.89,0.05,9.78,11.7,18.63,16.88,27.4,13,S,Meridional
535,2018-04-30,535,2018-04-30,2018-04-30 12:00:00,R,4,-55.92,0.15,-8.19,0.04,9.59999999999999,8.85,12.02,9.66,4.6,13,S,Meridional
536,2018-04-30,536,2018-04-30 12:00:00,2018-05-01,R,1.9,-78.7,0.14,-10.32,0.06,3.86,4.61,9.66,8.31,2.5,13,S,Meridional
537,2018-05-01,537,2018-05-01,2018-05-01 12:00:00,R,0.2,-90.54,0.08,-12.08,0.03,6.09999999999999,3.79,7.84,4.32,0.2,13,S,Meridional
538,2018-05-10,538,2018-05-10,2018-05-10 12:00:00,R,4.8,-13.78,0.04,-1.86,0.04,1.1,11.24,16.61,13.8,4.8,13,E,Meridional
539,2018-05-13,539,2018-05-12 12:00:00,2018-05-13,R,0.1,6.35,0.09,2.14,0.01,-10.77,13.83,22.02,20.48,0.1,13,E,Meridional
540,2018-05-13,540,2018-05-13,2018-05-13 12:00:00,R,5.9,-20.51,0.07,-3.44,0.09,7.01,10.48,14.72,12.7,6,13,E,Meridional
541,2018-05-14,541,2018-05-14,2018-05-14 12:00:00,R,2.6,-31.46,0.14,-5.31,0.05,11.02,10.64,14.58,11.19,2.6,13,LCE,Mixed
542,2018-05-14,542,2018-05-14 12:00:00,2018-05-15,R,7.9,-40.56,0.15,-6.31,0.05,9.91999999999999,13.29,18.46,15.64,7.9,13,LCE,Mixed
543,2018-05-15,543,2018-05-15,2018-05-15 08:00:00,R,0.1,-19.16,0.14,-3.53,0.03,9.08,10.64,13.29,12.67,0.1,9,LCE,Mixed
544,2018-05-16,544,2018-05-16,2018-05-16 11:20:00,R,0.2,-7.4,0.15,-0.78,0.08,-1.16,10.76,16.72,12.03,0.2,12,LCE,Mixed
545,2018-05-16,545,2018-05-16 12:00:00,2018-05-17,R,0.4,-31.68,0.46,-4.47,0.05,4.08,12.12,18.84,17.29,0.4,13,LCE,Mixed
546,2018-05-17,546,2018-05-17,2018-05-17 07:30:00,R,0.1,-41.82,0.19,-5.35,0.05,0.979999999999997,9.95,12.12,11.5,0.1,9,E,Meridional
547,2018-05-20,547,2018-05-20 12:00:00,2018-05-21,R,4.8,-31.77,0.12,-5.04,0.04,8.55,12.81,18.75,15.67,4.8,13,E,Meridional
548,2018-05-21,548,2018-05-21,2018-05-21 12:00:00,R,3.1,-58.44,0.1,-9.36,0.07,16.44,8.15,19.27,12.81,3.6,13,E,Meridional
549,2018-05-23,549,2018-05-23 12:00:00,2018-05-24,R,17.2,-40.2,0.08,-6.71,0.07,13.48,14.39,21.42,18.34,17.2,13,E,Meridional
550,2018-05-24,550,2018-05-24 12:00:00,2018-05-25,R,0.1,-15.3,0.17,-1.16,0.04,-6.02,12.76,22.44,18.44,0.1,13,E,Meridional
551,2018-05-25,551,2018-05-25,2018-05-25 08:45:00,R,0.1,-39.07,0.08,-6,0.02,8.93,10.22,13.54,11.535,0.1,10,E,Meridional
552,2018-05-28,552,2018-05-28 12:00:00,2018-05-29,R,6.4,-42.41,0.18,-6.14,0.03,6.71,16.11,26.61,22.51,6.4,13,E,Meridional
553,2018-05-29,553,2018-05-29 08:10:00,2018-05-29 12:00:00,R,0.9,-32.9,0.18,-4.81,0.06,5.58,15.94,19,18.26,0.9,5,E,Meridional
554,2018-05-29,554,2018-05-29 12:00:00,2018-05-30,R,6.2,-31.32,0.12,-5.02,0.06,8.84,13.66,19.82,18.38,6.4,13,E,Meridional
555,2018-05-30,555,2018-05-30,2018-05-30 08:20:00,R,0.4,-25.93,0.13,-3.99,0.04,5.99,11.58,17.43,12.73,0.4,9,E,Meridional
556,2018-05-31,556,2018-05-30 12:00:00,2018-05-31,R,10.7,-37.18,0.12,-5.66,0.06,8.1,17.45,25.99,24.05,10.7,13,E,Meridional
557,2018-05-31,557,2018-05-31,2018-05-31 08:20:00,R,0.6,-55.37,0.16,-7.66,0.04,5.91,14.55,17.45,16.19,8.3,9,E,Meridional
558,2018-06-01,558,2018-06-01,2018-06-01 12:00:00,R,6.7,-36.71,0.09,-5.32,0.07,5.85,15.86,19.18,16.68,6.7,13,E,Meridional
559,2018-06-04,559,2018-06-04 12:00:00,2018-06-05,R,0.8,-14.9,0.1,-0.5,0.06,-10.9,18.75,26.46,23.26,0.8,13,N,Meridional
560,2018-06-06,560,2018-06-06 12:00:00,2018-06-07,R,1.6,-27.61,0.09,-3.2,0.07,-2.01,17.48,27.49,24.16,1.6,13,N,Meridional
561,2018-06-07,561,2018-06-07,2018-06-07 12:00:00,R,5.4,-39.48,0.15,-5.35,0.01,3.32,15.93,17.88,16.77,5.6,13,N,Meridional
562,2018-06-09,562,2018-06-09 12:00:00,2018-06-10,R,4.4,-37.14,0.14,-5.6,0.02,7.66,17.08,26.51,22.64,4.4,13,N,Meridional
563,2018-06-10,563,2018-06-10,2018-06-10 12:00:00,R,0.2,-48.93,0.12,-6.04,0.01,-0.609999999999999,14.19,23.64,16.55,0.2,13,N,Meridional
564,2018-06-10,564,2018-06-10 12:00:00,2018-06-11,R,10.6,-44.36,0.13,-6.97,0.04,11.4,16.24,23.64,19.82,10.6,13,N,Meridional
565,2018-06-11,565,2018-06-11 12:00:00,2018-06-12,R,23.2,-46.23,0.08,-6.47,0.04,5.53,17,21.8,18.27,23.2,13,N,Meridional
566,2018-06-12,566,2018-06-12,2018-06-12 12:00:00,R,6.7,-50.61,0.08,-7.75,0.01,11.39,14.66,17,15.01,6.7,13,N,Meridional
567,2018-06-12,567,2018-06-12 12:00:00,2018-06-13 08:00:00,R,1.6,-24.25,0.23,-4.15,0.02,8.95,11.07,15.63,13.49,1.9,21,N,Meridional
568,2018-06-14,568,2018-06-14 12:00:00,2018-06-15,R,1.2,-41.91,0.1,-4.75,0.05,-3.91,13.61,19.82,16.99,1.2,13,W,Zonal
569,2018-06-15,569,2018-06-15,2018-06-15 12:00:00,R,1.4,-14.18,0.06,-2.24,0.07,3.74,13.53,17.2,13.77,1.4,13,W,Zonal
570,2018-07-04,570,2018-07-04 12:00:00,2018-07-05,R,0.2,-19.43,0.3,-0.86,0.04,-12.55,16.04,28.71,22.71,0.2,13,W,Zonal
571,2018-07-05,571,2018-07-05,2018-07-05 12:00:00,R,6.5,-34.79,0.44,-5.2,0.07,6.81,14.05,18,16,6.5,13,W,Zonal
572,2018-07-05,572,2018-07-05 12:00:00,2018-07-05 14:30:00,R,3.9,-54.4,0.21,-7.69,0.03,7.12,17.52,18.81,17.785,7,4,W,Zonal
573,2018-07-05,573,2018-07-05 14:30:00,2018-07-06,R,9.4,-50.48,0.19,-7.06,0.03,6,16.23,21.21,17.31,5.7,10,W,Zonal
574,2018-07-14,574,2018-07-14,2018-07-14 12:00:00,R,0,5.45,0.16,3.73,0.08,-24.39,13.4,25.42,16.25,0,13,HCE,Mixed
575,2018-07-14,575,2018-07-14 12:00:00,2018-07-15,R,0,-11.84,0.08,-0.81,0.04,-5.36,18.89,27.55,26.09,0,13,HCE,Mixed
576,2018-08-01,576,2018-08-01,2018-08-01 12:00:00,R,3.2,-17.62,0.2,-1.18,0.04,-8.18,16.83,22.86,18.66,3.2,13,HCE,Mixed
577,2018-08-08,577,2018-08-08,2018-08-08 12:00:00,R,12.4,-15.32,0.16,-2.54,0.06,5,18.45,23.63,19.98,12.4,13,SW,Mixed
578,2018-08-19,578,2018-08-19,2018-08-24,R,0,-28.82,0.16,-3.99,0.08,3.1,10.4,29.45,20.16,0,121,HCE,Mixed
