date,index,start,end,type,P,dD,dD_dev,dO,dO_dev,d_excess,min_temp,max_temp,temp,precip,duration,gwt,gwt2
829,2019-09-23,829,2019-09-23,2019-09-23 12:00:00,R,3.1,-74.23,0.36,-10.08,0.11,6.41,13.71,16.29,14.06,3.5,13,E,Meridional
830,2019-09-24,830,2019-09-24 12:00:00,2019-09-25,R,3.2,-50.16,0.06,-7.12,0.06,6.8,11.84,15.52,14.31,3.2,13,W,Zonal
831,2019-09-25,831,2019-09-25,2019-09-25 12:00:00,R,1.5,-25.63,0.48,-0.96,3.9,-17.95,12.89,14.54,13.68,1.5,13,W,Zonal
832,2019-09-25,832,2019-09-25 12:00:00,2019-09-26,R,1.7,-13.16,0.31,-3.18,0.07,12.28,13.9,14.99,14.49,2,13,W,Zonal
833,2019-09-26,833,2019-09-26,2019-09-26 12:00:00,R,0.7,-25.58,0.26,-4.54,0.03,10.74,13.87,16.63,14.16,0.7,13,W,Zonal
834,2019-09-26,834,2019-09-26 12:00:00,2019-09-27,R,1.3,-2.97,0.51,-1.11,0.14,5.91,15.16,16.89,16.44,1.3,13,W,Zonal
835,2019-09-27,835,2019-09-27,2019-09-27 12:00:00,R,6.2,-4.77,0.34,-2.51,0.1,15.31,12.95,15.21,14.33,6.5,13,W,Zonal
836,2019-09-27,836,2019-09-27 12:00:00,2019-09-28,R,0,-6.46,0.81,-2.05,0.12,9.94,13.85,16.11,15.23,0,13,W,Zonal
837,2019-09-28,837,2019-09-28,2019-09-28 12:00:00,R,0.7,-12.92,1.54,-2.16,0.11,4.36,12.69,14.31,13.34,0.7,13,W,Zonal
838,2019-09-29,838,2019-09-29,2019-09-29 12:00:00,R,1.2,-10.52,0.24,-2.04,0.08,5.8,12.44,16.45,13.23,1.2,13,W,Zonal
839,2019-09-29,839,2019-09-29 12:00:00,2019-09-30,R,8.2,-34.57,5.09,0.06,3.43,-35.05,13.86,16.91,15.07,9.4,13,W,Zonal
840,2019-09-30,840,2019-09-30,2019-09-30 12:00:00,R,2.4,-58.56,0.67,-8.77,0.07,11.6,12.37,14.85,12.92,2.4,13,W,Zonal
841,2019-10-01,841,2019-10-01,2019-10-01 12:00:00,R,0.4,-41.64,0.95,-6.22,0.16,8.12,10.69,16.14,13.26,0.4,13,W,Zonal
842,2019-10-01,842,2019-10-01 12:00:00,2019-10-02,R,0.8,-27.56,0.24,-4.77,0.02,10.6,14.33,17.36,16.14,0.9,13,W,Zonal
843,2019-10-02,843,2019-10-02,2019-10-02 12:00:00,R,5.9,-53.5,0.39,-7.76,0.04,8.58,10.39,14.33,12.44,5.9,13,W,Zonal
844,2019-10-03,844,2019-10-03 12:00:00,2019-10-04,R,0,-17.5,0.23,-3.49,0.03,10.42,7.15,12.11,9.64,0,13,E,Meridional
845,2019-10-04,845,2019-10-04,2019-10-04 12:00:00,R,0.8,-9.62,0.29,-2.77,0.07,12.54,7.76,13.88,9.04,0.8,13,E,Meridional
846,2019-10-04,846,2019-10-04 12:00:00,2019-10-05,R,2.4,-11.7,0.3,-2.84,0.03,11.02,11.77,14.21,12.14,2.4,13,E,Meridional
847,2019-10-05,847,2019-10-05,2019-10-05 12:00:00,R,2.6,-12.77,0.28,-2.88,0.04,10.27,10.57,11.9,11.29,2.6,13,E,Meridional
848,2019-10-06,848,2019-10-06,2019-10-06 12:00:00,R,3,-49.86,0.43,-7.84,0.06,12.86,7.44,12.91,8.2,3,13,E,Meridional
849,2019-10-06,849,2019-10-06 12:00:00,2019-10-07,R,4.4,-25.26,0.13,-4.48,0.08,10.58,8.83,13.57,11.33,4.4,13,E,Meridional
850,2019-10-08,850,2019-10-08,2019-10-08 12:00:00,R,4.2,-39.92,0.12,-7.07,0.09,16.64,10.59,12.77,11.23,4.2,13,W,Zonal
851,2019-10-08,851,2019-10-08 12:00:00,2019-10-09,R,8.7,-26.35,0.38,-4.67,0.09,11.01,11.3,13.64,12.77,9.4,13,W,Zonal
852,2019-10-08,856,2019-10-08 07:21:00,2019-10-08 20:00:00,R2,14.2,-21.12,0.23,-3.94,0.05,10.4,11.18,13.64,12.59,11.9,14,W,Zonal
853,2019-10-08,857,2019-10-08 20:00:00,2019-10-08 07:30:00,R1,2.6,-41.79,0.16,-6.45,0.08,9.81,11.54,11.54,11.54,1,2,W,Zonal
854,2019-10-08,858,2019-10-08 07:30:00,2019-10-08 19:10:00,R2,19.1,-46.97,0.33,-7.66,0.07,14.31,11.54,13.64,12.885,9.8,12,W,Zonal
855,2019-10-08,855,2019-10-07 23:28:00,2019-10-08 07:21:00,R1,1,-21.14,0.33,-4.67,0.12,16.22,10.59,11.27,11.18,1.3,9,W,Zonal
856,2019-10-09,852,2019-10-09,2019-10-09 12:00:00,R,9.8,-37.48,0.27,-6.62,0.05,15.48,10.3,11.83,11.03,9.8,13,W,Zonal
857,2019-10-09,853,2019-10-09 12:00:00,2019-10-10,R,10.1,-54.55,0.36,-8.69,0.09,14.97,8.81,11.91,10.31,15.8,13,W,Zonal
858,2019-10-09,854,2019-10-10,2019-10-10 12:00:00,R,9.2,-57.66,0.21,-9.14,0.04,15.46,8.81,13.64,11.25,32.8,50,W,Zonal
859,2019-10-09,859,2019-10-08 19:10:00,2019-10-10 06:50:00,R1,11.7,-57.58,0.4,-9.17,0.06,15.78,7.94,12.33,10.92,32,37,W,Zonal
860,2019-10-15,860,2019-10-10 06:50:00,2019-10-15 23:59:00,R1,6.3,-58.31,0.35,-8.77,0.04,11.85,8.29,22.73,13.775,5.2,138,SW,Mixed
861,2019-10-16,861,2019-10-15 23:59:00,2019-10-16 06:56:00,R1,0.2,-55.89,0.26,-8.74,0.11,14.03,9.99,11.15,10.555,0,8,SW,Mixed
862,2019-10-16,862,2019-10-16 06:56:00,2019-10-17 06:54:00,R1,6.5,-35.76,0.29,-6.55,0.05,16.64,9.99,15.84,13.78,4.6,25,SW,Mixed
863,2019-10-17,863,2019-10-17 06:54:00,2019-10-18 06:51:00,R1,8.8,-50.93,0.28,-8.08,0.06,13.71,12.94,13.83,13.39,7.1,25,SW,Mixed
864,2019-10-18,864,2019-10-18 06:51:00,2019-10-18 22:19:00,R2,2.6,-36.36,0.47,-6.66,0.09,16.92,9.32,13.6,12.895,3.3,16,SW,Mixed
865,2019-10-19,865,2019-10-18 22:19:00,2019-10-19 09:15:00,R1,0.8,-18.48,0.38,-4.31,0.03,16,9.91,12.66,11.38,0.6,12,SW,Mixed
866,2019-10-20,866,2019-10-19 09:15:00,2019-10-20 12:00:00,R1,18.9,-31.87,0.11,-5.89,0.02,15.25,11.12,14.38,11.82,17.6,28,SW,Mixed
867,2019-10-20,867,2019-10-20 12:00:00,2019-10-20 19:00:00,R2,22,-22.08,0.35,-4.47,0.05,13.68,13.17,14.29,13.565,19,8,SW,Mixed
868,2019-10-20,868,2019-10-20 19:00:00,2019-10-21 07:23:00,R1,8,-80.58,0.38,-10.62,0.05,4.38,12.91,14.26,13.5,6.5,13,SW,Mixed
869,2019-10-21,869,2019-10-21 07:23:00,2019-10-21 19:37:00,R2,0.3,-70.5,0.2,-9.29,0.05,3.81999999999999,10.97,13.74,11.98,0.2,14,SW,Mixed
870,2019-10-27,870,2019-10-27 08:00:00,2019-10-27 22:00:00,R1,4.8,-54.83,0.32,-8.3,0.09,11.57,6.45,13.6,7.55,3.5,15,W,Zonal
871,2019-11-01,871,2019-10-27 22:00:00,2019-11-01 08:40:00,R1,0.9,-36.16,0.24,-6.45,0.06,15.44,-0.38,9.32,5.52,0.9,108,SW,Mixed
872,2019-11-01,872,2019-11-01 08:40:00,2019-11-01 23:20:00,R2,9.5,-40.47,0.22,-6.72,0.07,13.29,7.2,13.04,11.32,6.3,15,SW,Mixed
873,2019-11-02,873,2019-11-01 23:20:00,2019-11-02 09:15:00,R1,7.9,-31.5,0.18,-5.34,0.05,11.22,13.04,14.2,13.55,6.8,11,SW,Mixed
874,2019-11-02,874,2019-11-02 09:15:00,2019-11-02 23:55:00,R2,8.5,-100.58,0.46,-13.77,0.06,9.58,9.39,14,10.905,7.7,16,SW,Mixed
875,2019-11-03,875,2019-11-02 23:55:00,2019-11-03 09:07:00,R1,4.5,-114.52,0.2,-15.58,0.08,10.12,9.55,10.61,9.95,3.1,10,SW,Mixed
876,2019-11-03,876,2019-11-03 09:07:00,2019-11-03 23:05:00,R2,3.9,-94.06,0.19,-12.98,0.05,9.78,9.49,12.64,10.87,3.5,15,SW,Mixed
877,2019-11-04,877,2019-11-03 23:05:00,2019-11-04 07:09:00,R1,1.9,-65.08,0.34,-9.32,0.06,9.48,8.78,9.87,9.62,1.5,9,S,Meridional
878,2019-11-04,878,2019-11-04 07:09:00,2019-11-04 19:26:00,R2,7.6,-38.17,0.26,-6.24,0.05,11.75,8.83,11.42,10.2,6.5,13,S,Meridional
879,2019-11-05,879,2019-11-04 19:26:00,2019-11-05 06:49:00,R1,3.7,-31.45,0.19,-6.09,0.08,17.27,7.81,9.96,8.16,3.6,13,S,Meridional
880,2019-11-05,880,2019-11-05 06:49:00,2019-11-05 23:59:00,R2,0.3,-26.66,0.28,-5.19,0.04,14.86,5.7,10.5,8.07,0.2,18,S,Meridional
881,2019-11-06,881,2019-11-05 23:59:00,2019-11-06 22:55:00,R1,0.8,-55,0.14,-8.58,0.09,13.64,6.5,9.19,7.95,0.5,24,S,Meridional
882,2019-11-07,882,2019-11-06 22:55:00,2019-11-07 06:57:00,R1,0.8,-54.26,0.25,-8.51,0.06,13.82,7.53,8.06,7.89,0.3,9,S,Meridional
883,2019-11-07,883,2019-11-07 06:57:00,2019-11-07 20:48:00,R2,7.9,-96.93,0.34,-13.65,0.08,12.27,5.12,8.45,7.17,6.6,15,S,Meridional
884,2019-11-07,884,2019-11-07 20:48:00,2019-11-08 07:02:00,R1 brume ?,0.2,-94.54,0.3,-13.34,0.06,12.18,0.08,5.47,2.1,0,11,S,Meridional
885,2019-11-08,885,2019-11-08 07:02:00,2019-11-10 08:11:00,R1 brume ?,0.2,-53.69,0.15,-9.3,0.08,20.71,-1.25,8.04,2.605,0.3,50,N,Meridional
886,2019-11-10,886,2019-11-10 08:11:00,2019-11-11 06:53:00,R1 brume ?,0.2,-53.38,0.21,-9.2,0.06,20.22,-1.2,5.01,2.305,0.1,24,N,Meridional
887,2019-11-11,887,2019-11-11 06:53:00,2019-11-11 20:45:00,R2,5.8,-87.23,0.19,-12.71,0.05,14.45,1.16,6.49,4.73,6.2,15,S,Meridional
888,2019-11-11,888,2019-11-11 20:45:00,2019-11-12 06:37:00,R1,1.9,-50.52,0.17,-8.97,0.06,21.24,3.43,3.98,3.7,1.8,11,S,Meridional
889,2019-11-12,889,2019-11-12 06:37:00,2019-11-12 20:29:00,R2,6,-27.18,0.1,-6.5,0.03,24.82,2.41,4.54,3.99,5.8,14,S,Meridional
890,2019-11-12,890,2019-11-12 20:29:00,2019-11-13 06:59:00,R1,0.1,-27.28,0.2,-6.51,0.07,24.8,-0.13,2.48,2.21,0.1,12,S,Meridional
891,2019-11-13,891,2019-11-13 06:59:00,2019-11-13 20:45:00,R2,0.5,-36.24,0.08,-7.29,0.06,22.08,2.48,4.99,4.02,0.9,15,S,Meridional
892,2019-11-13,892,2019-11-13 20:45:00,2019-11-14 06:26:00,R1,0.6,-41.19,0.11,-7.77,0.05,20.97,2.29,4.99,4.625,0.5,10,S,Meridional
893,2019-11-14,893,2019-11-14 06:26:00,2019-11-15 06:54:00,R1,0.4,-72.64,0.26,-10.94,0.06,14.88,2.29,4.56,3.505,0.2,26,S,Meridional
894,2019-11-18,894,2019-11-15 06:54:00,2019-11-18 08:06:00,R1,10.4,-130.06,0.24,-18.16,0.08,15.22,-3.51,5.24,2.13,9.9,74,LCE,Mixed
895,2019-11-18,895,2019-11-18 08:06:00,2019-11-18 20:45:00,R2,8.4,-142.71,0.13,-19.56,0.05,13.77,1.4,3.73,1.85,7.7,14,LCE,Mixed
896,2019-11-18,896,2019-11-18 20:45:00,2019-11-19 07:05:00,R1,1.2,-106.95,0.3,-15.22,0.04,14.81,3.3,5.46,4.25,0.9,11,LCE,Mixed
897,2019-11-26,897,2019-11-19 07:05:00,2019-11-26 20:49:00,R1,2.1,-56.5,0.21,-8.56,0.07,11.98,-2.26,10.45,4.02,1.8,183,SW,Mixed
898,2019-11-27,898,2019-11-26 20:49:00,2019-11-27 08:20:00,R1,4.5,-50.99,0.46,-7.24,0.08,6.93,7.62,9.87,9.22,3.7,12,SW,Mixed
899,2019-11-27,899,2019-11-27 08:20:00,2019-11-27 20:02:00,R2,12.3,-61.72,0.38,-8.95,0.03,9.88,9.12,10.08,9.59,12.1,13,SW,Mixed
900,2019-11-28,900,2019-11-27 20:02:00,2019-11-28 07:18:00,R1,4.8,-48.54,0.13,-6.99,0.04,7.38,8.58,10.08,9.41,8.2,12,SW,Mixed
901,2019-11-28,901,2019-11-28 07:18:00,2019-11-28 22:19:00,R2,5.8,-50.18,0.28,-7.39,0.05,8.94,8.59,9.67,8.99,5,16,SW,Mixed
902,2019-11-29,902,2019-11-28 22:19:00,2019-11-29 07:56:00,R1,7.1,-63.1,0.17,-9.05,0.09,9.3,6.91,8.86,7.89,7.6,11,NW,Mixed
903,2019-11-29,903,2019-11-29 07:56:00,2019-11-29 20:57:00,R2,2.1,-81.81,0.69,-11.42,0.1,9.55,1.93,6.91,5.57,2.3,14,NW,Mixed
904,2019-12-01,904,2019-11-29 20:57:00,2019-12-01 21:28:00,R1 Snow,3.1,-106.44,0.14,-14.63,0.03,10.6,-2.62,5.07,0.48,2.1,49,NW,Mixed
905,2019-12-02,905,2019-12-01 21:28:00,2019-12-06 20:33:00,R2,8.4,-94.24,0.25,-13.24,0.07,11.68,-5.47,6.31,-0.095,3.6,112,HCE,Mixed
906,2019-12-06,906,2019-12-06 12:00:00,2019-12-07,R,7,-69.49,0.27,-10.22,0.04,12.27,3.2,7.1,4.79,7,13,W,Zonal
907,2019-12-07,907,2019-12-07,2019-12-07 12:00:00,R,2.4,-24.31,0.41,-4.6,0.05,12.49,7.1,7.9,7.72,2.7,13,W,Zonal
908,2019-12-07,908,2019-12-07 12:00:00,2019-12-08,R,0,-31.03,0.27,-5.17,0.06,10.33,7.55,8.34,7.81,0.6,13,W,Zonal
909,2019-12-08,909,2019-12-08,2019-12-08 12:00:00,R,2.8,-46.53,0.33,-6.96,0.08,9.15,7.55,9.66,8.28,2.8,13,W,Zonal
910,2019-12-08,910,2019-12-08 12:00:00,2019-12-09,R,6.1,-45.44,0.39,-7.15,0.12,11.76,7.02,10.03,8.03,7.6,13,W,Zonal
911,2019-12-09,911,2019-12-09,2019-12-09 12:00:00,R,7.3,-52.18,0.37,-8.66,0.05,17.1,5.36,7.09,5.9,7.3,13,HCE,Mixed
912,2019-12-11,912,2019-12-11,2019-12-11 12:00:00,R,7.9,-67.8,0.16,-10.38,0.05,15.24,2.04,3.65,2.84,7.9,13,HCE,Mixed
913,2019-12-11,913,2019-12-11 12:00:00,2019-12-12,R,1.3,-72.96,0.14,-10.8,0.08,13.44,3.65,4.74,4.52,1.8,13,HCE,Mixed
914,2019-12-12,914,2019-12-12,2019-12-12 12:00:00,R,1.9,-52.05,0.18,-8.26,0.07,14.03,2.86,4.54,3.32,1.9,13,W,Zonal
915,2019-12-12,915,2019-12-12 12:00:00,2019-12-13,R,2.8,-66.78,0.32,-10.84,0.08,19.94,0.61,3.19,2.79,2.8,13,W,Zonal
916,2019-12-13,916,2019-12-13,2019-12-13 12:00:00,R,11,-132.38,0.35,-19.22,0.03,21.38,0.61,5.25,4.42,12.3,13,W,Zonal
917,2019-12-13,917,2019-12-13 12:00:00,2019-12-14,R,8.7,-118.25,0.4,-16.64,0.05,14.87,3.75,5.16,4.85,9.1,13,W,Zonal
918,2019-12-14,918,2019-12-14,2019-12-14 12:00:00,R,6.9,-82.68,0.29,-12.33,0.05,15.96,3.8,7.65,5.84,6.9,13,W,Zonal
919,2019-12-15,919,2019-12-15,2019-12-15 12:00:00,R,8.1,-35.95,0.48,-6.07,0.09,12.61,6.29,9.55,8.44,8.1,13,SW,Mixed
920,2019-12-16,920,2019-12-15 12:00:00,2019-12-16,R,0.1,-57.63,0.4,-8.55,0.08,10.77,6.85,8.08,7.35,0.1,13,SW,Mixed
921,2019-12-16,921,2019-12-16,2019-12-16 12:00:00,R,1.2,-38.54,0.2,-6.4,0.05,12.66,7.3,10.12,7.69,1.3,13,SW,Mixed
922,2019-12-17,922,2019-12-17 12:00:00,2019-12-18,R,10.1,-32.71,0.53,-6.02,0.11,15.45,9.9,15.23,11.97,10.1,13,SW,Mixed
923,2019-12-18,923,2019-12-18,2019-12-18 12:00:00,R,0.9,-63.12,0.45,-9.34,0.12,11.6,6.52,9.95,7.36,1.9,13,SW,Mixed
924,2019-12-20,924,2019-12-20,2019-12-20 12:00:00,R,8.2,-61.49,0.29,-9.52,0.04,14.67,5.6,9.89,6.96,8.2,13,S,Meridional
925,2019-12-20,925,2019-12-20 12:00:00,2019-12-21,R,1.7,-100.1,0.44,-13.52,0.02,8.06,6.58,10.72,8.25,2,13,S,Meridional
926,2019-12-21,926,2019-12-21,2019-12-21 12:00:00,R,0,-103.42,0.42,-14.05,0.09,8.98,2.82,6.58,5.29,0,13,S,Meridional
927,2019-12-21,927,2019-12-21 12:00:00,2019-12-22,R,2.2,-82.24,0.17,-11.81,0.04,12.24,5.1,6.69,6.01,2.2,13,S,Meridional
928,2019-12-22,928,2019-12-22,2019-12-22 12:00:00,R,1,-45.87,0.56,-7.33,0.06,12.77,6.69,8.46,7.6,1.1,13,S,Meridional
929,2019-12-22,929,2019-12-22 12:00:00,2019-12-23,R,5.8,-68.47,0.12,-10.1,0.07,12.33,6.19,8.15,6.96,6,13,S,Meridional
930,2019-12-23,930,2019-12-23,2019-12-23 12:00:00,R,1.6,-38.75,0.38,-6.71,0.06,14.93,5.91,7.24,6.3,1.6,13,N,Meridional
931,2019-12-24,931,2019-12-24 12:00:00,2019-12-25,R,1.5,-20.57,0.22,-4.34,0.07,14.15,7.5,9.65,8.74,1.5,13,N,Meridional
932,2019-12-25,932,2019-12-25,2019-12-25 12:00:00,R,3.5,-33.95,0.35,-5.78,0.04,12.29,6.16,8.23,7.89,3.7,13,N,Meridional
933,2019-12-26,933,2019-12-26,2019-12-26 12:00:00,R,0.1,-45.79,0.41,-7.8,0.05,16.61,-1.68,3.43,-0.1,0.1,13,HCE,Mixed
934,2019-12-26,934,2019-12-26 12:00:00,2019-12-27,R,0.6,-48.06,0.15,-7.74,0.09,13.86,1.95,4.98,3.17,0.6,13,HCE,Mixed
935,2019-12-27,935,2019-12-27,2019-12-27 12:00:00,R,7.3,-103.39,0.44,-14.3,0.04,11.01,4.98,6.98,6.55,7.4,13,HCE,Mixed
936,2019-12-27,936,2019-12-27 12:00:00,2019-12-28,R,0.1,-92.84,0.21,-13.07,0.03,11.72,4.2,6.98,5.56,0.1,13,HCE,Mixed
937,2019-12-30,937,2019-12-30 12:00:00,2019-12-31,R,0.1,-63.85,0.21,-9.6,0.03,12.95,-3.82,5.42,-0.27,0,13,HCE,Mixed
938,2019-12-31,938,2019-12-31,2019-12-31 12:00:00,R,0,-58.53,0.35,-9.03,0.04,13.71,-5.38,1.07,-4.51,0.1,13,W,Zonal
939,2019-12-31,939,2019-12-31 12:00:00,2020-01-01,R,0.1,-57.99,0.19,-8.88,0.06,13.05,-2.23,3.29,0.89,0.1,13,W,Zonal
940,2020-01-01,940,2020-01-01,2020-01-01 12:00:00,R,0,-44.3,0.22,-7.3,0.09,14.1,0.1,2.92,1.55,0,13,W,Zonal
941,2020-01-01,941,2020-01-01 12:00:00,2020-01-02,R,0,-47.46,0.36,-7.72,0.02,14.3,-1.52,0.64,-0.55,0,13,W,Zonal
942,2020-01-02,942,2020-01-02,2020-01-02 12:00:00,R,0.1,-49.16,0.2,-8.11,0.09,15.72,-1.59,0.99,-1.21,0.1,13,W,Zonal
943,2020-01-02,943,2020-01-02 12:00:00,2020-01-03,R,1,-40.28,0.26,-6.74,0.1,13.64,0.99,4.86,3.81,1,13,W,Zonal
944,2020-01-03,944,2020-01-03,2020-01-03 12:00:00,R,0.9,-20.42,0.37,-4.27,0.07,13.74,4.79,6.7,5.71,0.9,13,W,Zonal
945,2020-01-03,945,2020-01-03 12:00:00,2020-01-04,R,2.2,-23.55,0.21,-4.39,0.04,11.57,5.17,8.39,7.63,2.3,13,W,Zonal
946,2020-01-04,946,2020-01-04,2020-01-04 12:00:00,R,0,-32.07,0.37,-5.28,0.05,10.17,2.02,5.17,3.26,0,13,NW,Mixed
947,2020-01-07,947,2020-01-06 12:00:00,2020-01-07,R,0.1,-29.66,0.24,-5.8,0.05,16.74,-0.45,2.56,-0.15,0.1,13,W,Zonal
948,2020-01-07,948,2020-01-07,2020-01-07 12:00:00,R,0.6,-35.05,0.36,-6.31,0.09,15.43,2.52,6.21,4.53,0.7,13,W,Zonal
949,2020-01-08,949,2020-01-08,2020-01-08 12:00:00,R,0.7,-19.19,0.16,-3.85,0.05,11.61,2.95,8.04,4.58,0.7,13,W,Zonal
950,2020-01-08,950,2020-01-08 12:00:00,2020-01-09,R,0.4,-11.79,0.38,-2.92,0.06,11.57,8.04,9.85,9.44,0.5,13,W,Zonal
951,2020-01-09,951,2020-01-09,2020-01-09 12:00:00,R,5.8,-20.88,0.18,-4.15,0.05,12.32,9.58,11.1,9.93,5.8,13,W,Zonal
952,2020-01-10,952,2020-01-10 01:00:00,2020-01-10 12:00:00,R,5.1,-34.84,0.14,-6.26,0.05,15.24,7.27,8.73,7.76,5.1,12,W,Zonal
953,2020-01-10,953,2020-01-10 12:00:00,2020-01-11,R,0.4,-32.98,0.07,-5.7,0.05,12.62,1.69,8.33,5.54,0.4,13,W,Zonal
954,2020-01-11,954,2020-01-11,2020-01-11 12:00:00,R,0.1,-35.82,0.11,-5.85,0.04,10.98,-0.25,5.08,1.69,0.1,13,W,Zonal
955,2020-01-12,955,2020-01-12,2020-01-12 12:00:00,R,0.1,-38.2,0.22,-6.34,0.05,12.52,-0.41,3.31,1.4,0.1,13,W,Zonal
956,2020-01-12,956,2020-01-12 12:00:00,2020-01-13,R,0.9,-20.95,0.12,-4.98,0.07,18.89,3.31,5.26,4.9,0.9,13,W,Zonal
957,2020-01-13,957,2020-01-13,2020-01-13 12:00:00,R,0.3,-19.09,0.05,-4.74,0.02,18.83,5.06,6.08,5.18,0.4,13,SW,Mixed
958,2020-01-13,958,2020-01-13 12:00:00,2020-01-14,R,0.6,-23.44,0.14,-4.72,0.07,14.32,6.08,6.66,6.33,0.6,13,SW,Mixed
959,2020-01-14,959,2020-01-14 12:00:00,2020-01-15,R,0.6,-15.5,0.18,-2.72,0.06,6.26,8.47,9.98,9.65,0.6,13,SW,Mixed
960,2020-01-15,960,2020-01-15,2020-01-15 12:00:00,R,0.3,-1.16,0.22,-0.98,0.05,6.68,6.58,10.33,8.34,0.3,13,SW,Mixed
961,2020-01-15,961,2020-01-15 12:00:00,2020-01-16,R,0.3,-2.05,0.1,-0.55,0.1,2.35,9.06,12.27,11.19,0.3,13,SW,Mixed
962,2020-01-17,962,2020-01-17,2020-01-17 12:00:00,R,0.9,-44.02,0.23,-6.94,0.05,11.5,4.42,8.65,7.06,0.9,13,SW,Mixed
963,2020-01-17,963,2020-01-17 12:00:00,2020-01-18,R,3.4,-62.28,0.22,-9.21,0.05,11.4,3.72,7.93,7.24,4.3,13,SW,Mixed
964,2020-01-18,964,2020-01-18,2020-01-18 12:00:00,R,0.2,-24.58,0.08,-5.6,0.05,20.22,2.32,3.72,2.86,0.2,13,N,Meridional
965,2020-01-18,965,2020-01-18 12:00:00,2020-01-19,R,0.4,-19.56,0.1,-4.99,0.03,20.36,-1.62,3.66,1.63,0.4,13,N,Meridional
966,2020-01-19,966,2020-01-19 12:00:00,2020-01-20,R,0.1,-18.44,0.12,-5.09,0.02,22.28,1.37,4.22,3.01,0.2,13,N,Meridional
967,2020-01-21,967,2020-01-21 12:00:00,2020-01-22,R,0,-25.36,0.21,-4.93,0.12,14.08,-4.42,4.04,-0.21,0.1,13,N,Meridional
968,2020-01-22,968,2020-01-22 12:00:00,2020-01-23,R,0.1,-28.14,0.14,-5.34,0.06,14.58,-0.48,4.62,1.12,0.2,13,N,Meridional
969,2020-01-26,969,2020-01-26,2020-01-26 12:00:00,R,0.1,-30.26,0.2,-5.73,0.07,15.58,0.61,2.34,1.03,0.1,13,W,Zonal
970,2020-01-26,970,2020-01-26 12:00:00,2020-01-27,R,0.1,-33.74,0.14,-6.22,0.1,16.02,2.34,5.98,3.24,0.1,13,W,Zonal
971,2020-01-27,971,2020-01-27,2020-01-27 12:00:00,R,10,-95.43,0.22,-13.16,0.04,9.84999999999999,5.82,6.6,5.98,10,13,W,Zonal
972,2020-01-27,972,2020-01-27 12:00:00,2020-01-28,R,19.5,-112.22,0.27,-15.27,0.08,9.94,5.74,7.06,6.46,22.2,13,W,Zonal
973,2020-01-28,973,2020-01-28,2020-01-28 12:00:00,R,10,-81.69,0.39,-11.96,0.06,13.99,2.41,7.06,5.83,12.5,13,W,Zonal
974,2020-01-28,974,2020-01-28 12:00:00,2020-01-29,R,7.1,-57.72,0.16,-9.85,0.04,21.08,1.71,2.83,2.41,7.5,13,W,Zonal
975,2020-01-29,975,2020-01-29,2020-01-29 12:00:00,R,2.1,-72.96,0.2,-11.37,0.07,18,1.65,3.96,2.53,2.3,13,W,Zonal
976,2020-01-29,976,2020-01-29 12:00:00,2020-01-30,R,1,-13.5,0.07,-4.36,0.03,21.38,3.27,4.75,4.16,1,13,W,Zonal
977,2020-01-30,977,2020-01-30 12:00:00,2020-01-31,R,3.8,-1.51,0.1,0.55,0.05,-5.91,6.71,10.89,7.53,3.8,13,W,Zonal
978,2020-01-31,978,2020-01-31,2020-01-31 12:00:00,R,1,-25.05,0.08,-4.17,0.06,8.31,10.41,10.88,10.56,1.2,13,W,Zonal
979,2020-01-31,979,2020-01-31 12:00:00,2020-02-01,R,0.2,-38.24,0.09,-5.25,0.04,3.76,10.27,11.11,10.87,0.2,13,W,Zonal
980,2020-02-01,980,2020-02-01,2020-02-01 12:00:00,R,11.8,-93.11,0.16,-12.28,0.05,5.13,9.98,10.95,10.42,11.9,13,W,Zonal
981,2020-02-01,981,2020-02-01 12:00:00,2020-02-02,R,8.8,-80.29,0.15,-10.9,0.07,6.91,7.56,10.8,10.11,11.8,13,W,Zonal
982,2020-02-02,982,2020-02-02,2020-02-02 12:00:00,R,5.4,-41.55,0.15,-6.24,0.05,8.37,6.68,11.62,8.89,5.4,13,W,Zonal
983,2020-02-02,983,2020-02-02 12:00:00,2020-02-03,R,2.9,-49.91,0.1,-6.37,0.05,1.05,9.1,13.08,11.97,3.3,13,W,Zonal
984,2020-02-03,984,2020-02-03,2020-02-03 12:00:00,R,7,-59.71,0.11,-8.56,0.04,8.77,8.4,10.21,8.91,7.2,13,NW,Mixed
985,2020-02-03,985,2020-02-03 12:00:00,2020-02-04,R,18.2,-27.01,0.15,-4.92,0.04,12.35,5.25,11.25,9.57,18.2,13,NW,Mixed
986,2020-02-04,986,2020-02-04,2020-02-04 12:00:00,R,4.3,-83.43,0.19,-11.38,0.06,7.61,3.53,5.25,3.95,8.7,13,NW,Mixed
987,2020-02-04,987,2020-02-04 12:00:00,2020-02-05,R,0.6,-41.02,0.12,-6.88,0.03,14.02,3.38,5.38,4.25,0.6,13,NW,Mixed
988,2020-02-06,988,2020-02-06,2020-02-06 12:00:00,R,0.2,-33.66,0.11,-5.94,0.03,13.86,-1.86,4.76,-1.07,0.2,13,HCE,Mixed
989,2020-02-09,989,2020-02-09 12:00:00,2020-02-10,R,8.3,-28.02,0.31,-4.91,0.02,11.26,10.05,11.93,10.93,8.3,13,W,Zonal
