date,ID,Sampling start,Sampling end,Precipitation type,Rainfall [mm],dD,dD stdev,d18O,d18O stdev,d_excess,time,duration,gwt
391,2017-11-25,407,2017-11-25,2017-11-25 12:00:00,R,1.1,-51.22,0.11,-8.25,0.03,14.78,0,12,North
392,2017-11-27,410,2017-11-27 12:00:00,2017-11-28,R,28.7,-75.5,0.12,-11.46,0.05,16.18,12,12,North
393,2017-11-27,409,2017-11-27,2017-11-27 12:00:00,R,1.3,-26.69,0.1,-6.06,0.05,21.79,0,12,North
394,2017-11-28,411,2017-11-28,2017-11-28 12:00:00,R,12,-106.03,0.11,-14.99,0.05,13.89,0,12,North
395,2017-11-28,412,2017-11-28 12:00:00,2017-11-29,R,1.2,-83.82,0.07,-12.74,0.02,18.1,12,12,North
396,2017-11-29,413,2017-11-29 12:00:00,2017-11-30,R,1.5,-56.37,0.06,-9.42,0.03,18.99,12,12,North
397,2017-11-30,415,2017-11-30 12:00:00,2017-12-01,R,0.1,-61.19,0.13,-9.85,0.02,17.61,12,12,North
398,2017-11-30,414,2017-11-30,2017-11-30 12:00:00,R,1.1,-52.6,0.08,-9.03,0.04,19.64,0,12,North
399,2017-12-01,416,2017-12-01 12:00:00,2017-12-02,R,0.8,-82.58,0.49,-12.78,0.04,19.66,12,12,North
400,2017-12-04,417,2017-12-04 12:00:00,2017-12-05,R,1.8,-66.1,0.13,-10.4,0.04,17.1,12,12,North West
401,2017-12-07,418,2017-12-07 12:00:00,2017-12-08,R,12.4,-57.51,0.26,-8.78,0.02,12.73,12,12,West
402,2017-12-08,420,2017-12-08 12:00:00,2017-12-09,R,0,-27.2,0.17,-5.67,0.01,18.16,12,12,West
403,2017-12-08,419,2017-12-08,2017-12-08 12:00:00,R,1.7,-43.49,0.21,-8.07,0.04,21.07,0,12,West
404,2017-12-10,421,2017-12-10 12:00:00,2017-12-11,R,15.2,-77.54,0.13,-11.5,0.02,14.46,12,12,West
405,2017-12-11,423,2017-12-11 12:00:00,2017-12-12,R,2.9,-94.92,0.91,-13.6,0.09,13.88,12,12,South
406,2017-12-11,422,2017-12-11,2017-12-11 12:00:00,R,15.9,-122.37,0.22,-16.9,0.05,12.83,0,12,South
407,2017-12-12,424,2017-12-12,2017-12-12 12:00:00,R,0.2,-111.22,0.77,-15.5,0.06,12.78,0,12,South
408,2017-12-13,425,2017-12-13,2017-12-13 12:00:00,R,0.6,-96.07,0.06,-13.82,0.06,14.49,0,12,South
409,2017-12-13,426,2017-12-13 12:00:00,2017-12-14,R,25.2,-71.68,0.21,-10.72,0.04,14.08,12,12,South
410,2017-12-14,428,2017-12-14 12:00:00,2017-12-15,R,3.8,-31.65,0.36,-6.91,0.04,23.63,12,12,North
411,2017-12-14,427,2017-12-14,2017-12-14 12:00:00,R,6.1,-39.45,0.16,-7.31,0.04,19.03,0,12,North
412,2017-12-15,430,2017-12-15 12:00:00,2017-12-16,R,5.1,-66.45,0.17,-10.59,0.05,18.27,12,12,North
413,2017-12-15,429,2017-12-15,2017-12-15 12:00:00,R,3.1,-59.03,0.13,-9.92,0.05,20.33,0,12,North
414,2017-12-16,431,2017-12-16 12:00:00,2017-12-17,R,0.1,-70.75,0.09,-10.62,0.05,14.21,12,12,North
415,2017-12-17,432,2017-12-17 12:00:00,2017-12-18,R,0.1,-51.42,0.22,-8.18,0.01,14.02,12,12,High CE
416,2017-12-18,433,2017-12-18,2017-12-18 12:00:00,R,2.3,-91.21,0.26,-13.13,0.04,13.83,0,12,High CE
417,2017-12-18,434,2017-12-18 12:00:00,2017-12-19,R,0.3,-38.26,0.35,-6.08,0.06,10.38,12,12,High CE
418,2017-12-19,435,2017-12-19,2017-12-19 12:00:00,R,0.1,-33.48,0.11,-5.29,0.05,8.84,0,12,High CE
419,2017-12-19,436,2017-12-19 12:00:00,2017-12-20,R,0.7,-34.99,0.09,-6,0.06,13.01,12,12,High CE
420,2017-12-20,438,2017-12-20 12:00:00,2017-12-21,R,0.2,-22.49,0.63,-4.56,0.13,13.99,12,12,High CE
421,2017-12-20,437,2017-12-20,2017-12-20 12:00:00,R,1.1,-25.99,0.09,-5.04,0.05,14.33,0,12,High CE
422,2017-12-21,439,2017-12-21,2017-12-21 12:00:00,R,0.1,-27.16,0.31,-5.04,0.06,13.16,0,12,North West
423,2017-12-21,440,2017-12-21 12:00:00,2017-12-24,R,0.8,-29.72,0.19,-4.68,0.04,7.72,12,60,North West
424,2017-12-24,441,2017-12-24,2017-12-25,R,0.3,-40.69,0.18,-5.96,0.03,6.99,0,24,West
425,2017-12-26,442,2017-12-26,2017-12-27,R,3.4,-68.87,0.3,-9.96,0.07,10.81,0,24,West
426,2017-12-27,443,2017-12-27,2017-12-28,R,6.7,-93.23,0.25,-13.03,0.07,11.01,0,24,North
427,2017-12-28,444,2017-12-28,2017-12-29,R,0.1,-46.39,0.17,-7.58,0.04,14.25,0,24,North
428,2017-12-29,445,2017-12-29,2017-12-30,R,7.3,-62.65,0.28,-9.92,0.05,16.71,0,24,North
429,2017-12-30,446,2017-12-30,2017-12-31,R,13.2,-38.88,0.17,-5.57,0.05,5.68,0,24,West
430,2017-12-31,447,2017-12-31,2018-01-01,R,3,-17.43,0.55,-3.03,0.09,6.81,0,24,West
431,2018-01-01,448,2018-01-01,2018-01-02,R,22.2,-66.83,0.19,-10.38,0.06,16.21,0,24,West
432,2018-01-02,449,2018-01-02,2018-01-03,R,5.1,-42.57,0.22,-7.19,0.08,14.95,0,24,West
433,2018-01-03,450,2018-01-03,2018-01-04,R,27.6,-27.6,0.27,-4.4,0.04,7.6,0,24,West
434,2018-01-04,451,2018-01-04,2018-01-05,R,32.1,-37.51,0.55,-5.62,0.04,7.45,0,24,West
435,2018-01-05,452,2018-01-05,2018-01-06,R,4.6,-40.9,0.16,-6.18,0.04,8.54,0,24,West
436,2018-01-06,453,2018-01-06,2018-01-07,R,7,-65.99,0.14,-9.7,0.07,11.61,0,24,West
437,2018-01-07,454,2018-01-07,2018-01-08,R,0.3,-73.7,0.36,-10.49,0.09,10.22,0,24,East
438,2018-01-10,455,2018-01-10,2018-01-10 12:00:00,R,0.6,-96.38,0.16,-12.96,0.05,7.30000000000001,0,12,East
439,2018-01-10,456,2018-01-10 12:00:00,2018-01-11,R,2.1,-85.88,0.26,-11.9,0.03,9.32000000000001,12,12,East
440,2018-01-11,457,2018-01-11,2018-01-11 12:00:00,R,0.3,-60.08,0.24,-8.73,0.05,9.76000000000001,0,12,East
441,2018-01-15,460,2018-01-15 12:00:00,2018-01-16,R,14.7,-89.34,0.23,-12.54,0.03,10.98,12,12,West
442,2018-01-15,459,2018-01-15,2018-01-15 12:00:00,R,0.2,-55.58,0.19,-8.72,0.04,14.18,0,12,West
443,2018-01-16,461,2018-01-16,2018-01-16 12:00:00,R,12.4,-44.85,0.4,-7.06,0.06,11.63,0,12,West
444,2018-01-16,462,2018-01-16 12:00:00,2018-01-17,R,7.8,-28.1,0.23,-6.33,0.08,22.54,12,12,West
445,2018-01-17,463,2018-01-17,2018-01-17 12:00:00,R,5.3,-32.9,0.17,-7.34,0.06,25.82,0,12,West
446,2018-01-17,464,2018-01-17 12:00:00,2018-01-18,R,3.7,-23.26,1.25,-5.77,0.17,22.9,12,12,West
447,2018-01-18,465,2018-01-18,2018-01-18 12:00:00,R,18.7,-69.75,0.27,-10.56,0.07,14.73,0,12,West
448,2018-01-18,466,2018-01-18 12:00:00,2018-01-19,R,1.1,-31.06,0.11,-5.33,0.04,11.58,12,12,West
449,2018-01-19,468,2018-01-19 12:00:00,2018-01-19 17:00:00,R,NA,-33.37,0.34,-6.38,0.04,17.67,12,5,West
450,2018-01-20,469,2018-01-20,2018-01-20 12:00:00,R,4.6,-75.67,0.26,-12.18,0.05,21.77,0,12,West
451,2018-01-20,470,2018-01-20 12:00:00,2018-01-21,R,6,-116.58,0.14,-16.42,0.05,14.78,12,12,West
452,2018-01-21,471,2018-01-21 12:00:00,2018-01-22,R,4.2,-96.61,0.17,-13.23,0.03,9.23,12,12,West
453,2018-01-22,473,2018-01-22 12:00:00,2018-01-23,R,5,-64.4,0.1,-8.21,0.03,1.28,12,12,West
454,2018-01-22,472,2018-01-22,2018-01-22 12:00:00,R,2,-73.42,0.08,-9.99,0.06,6.5,0,12,West
455,2018-01-23,474,2018-01-23 12:00:00,2018-01-24,R,0.6,-42.81,0.47,-6.43,0.08,8.63,12,12,West
456,2018-01-24,475,2018-01-24,2018-01-24 12:00:00,R,2.2,-24.3,0.19,-4.15,0.05,8.9,0,12,South West
457,2018-01-25,476,2018-01-25,2018-01-25 12:00:00,R,13.7,-51.76,0.18,-7.59,0.05,8.96,0,12,South West
458,2018-01-25,477,2018-01-25 12:00:00,2018-01-26,R,7.3,-73.32,0.15,-9.92,0.07,6.04000000000001,12,12,South West
459,2018-01-26,478,2018-01-26,2018-01-26 11:45:00,R,0.4,-104.33,0.2,-13.61,0.04,4.55,0,12,South West
460,2018-01-27,479,2018-01-27,2018-01-27 12:00:00,R,0.3,-62.66,0.18,-9.97,0.03,17.1,0,12,West
461,2018-01-28,481,2018-01-28 12:00:00,2018-01-29,R,0.1,-32.84,0.2,-5.05,0.05,7.56,12,12,West
462,2018-01-28,480,2018-01-28,2018-01-28 12:00:00,R,0.1,-44.29,0.06,-5.22,0.06,-2.53,0,12,West
463,2018-01-29,482,2018-01-29,2018-01-29 12:00:00,R,0.3,-26.41,0.14,-3.88,0.07,4.63,0,12,West
464,2018-01-29,483,2018-01-29 12:00:00,2018-01-30,R,0.4,-18.57,0.2,-3.22,0.05,7.19,12,12,West
465,2018-01-30,485,2018-01-30 12:00:00,2018-01-31,R,0.8,-28.81,0.13,-4.64,0.06,8.31,12,12,West
466,2018-01-30,484,2018-01-30,2018-01-30 12:00:00,R,0.3,-14.93,0.16,-3.19,0.04,10.59,0,12,West
467,2018-01-31,487,2018-01-31 12:00:00,2018-02-01,R,22.7,-93.54,0.21,-12.75,0.03,8.45999999999999,12,12,West
468,2018-01-31,486,2018-01-31,2018-01-31 12:00:00,R,6.2,-28.35,0.16,-4.64,0.06,8.77,0,12,West
469,2018-02-01,488,2018-02-01 12:00:00,2018-02-02,R,0.9,-33.94,0.2,-6.51,0.06,18.14,12,12,North
470,2018-02-02,489,2018-02-02,2018-02-02 12:00:00,R,0.7,-54.85,0.21,-8.8,0.03,15.55,0,12,North
471,2018-02-02,490,2018-02-02 12:00:00,2018-02-03,R,0.5,-52.73,0.13,-8.3,0.05,13.67,12,12,North
472,2018-02-03,491,2018-02-03,2018-02-03 12:00:00,R,0.3,-67.79,0.17,-9.97,0.04,11.97,0,12,North
473,2018-02-03,492,2018-02-03 12:00:00,2018-02-04,R,0.7,-98.63,0.07,-13.81,0.04,11.85,12,12,North
474,2018-02-04,493,2018-02-04,2018-02-04 12:00:00,R,0.9,-102.84,0.17,-14.48,0.08,13,0,12,North
475,2018-02-04,494,2018-02-04 12:00:00,2018-02-05,R,0.1,-69.74,0.22,-9.02,0.04,2.42,12,12,North
476,2018-02-05,495,2018-02-05 12:00:00,2018-02-06,R,1,-77.21,0.14,-10.98,0.04,10.63,12,12,North
477,2018-02-07,496,2018-02-07 12:00:00,2018-02-08,R,0.6,-81.11,0.21,-12.4,0.05,18.09,12,12,North
478,2018-02-08,497,2018-02-08 12:00:00,2018-02-09,R,0.9,-72.72,0.18,-11.07,0.06,15.84,12,12,North
479,2018-02-09,498,2018-02-09,2018-02-09 12:00:00,R,0.1,-67.76,0.06,-10.01,0.06,12.32,0,12,West
480,2018-02-10,499,2018-02-10 12:00:00,2018-02-11,R,1.8,-81.67,0.07,-11.98,0.05,14.17,12,12,West
481,2018-02-11,500,2018-02-11,2018-02-11 12:00:00,R,3,-51.28,0.05,-8.24,0.04,14.64,0,12,West
482,2018-02-11,501,2018-02-11 12:00:00,2018-02-12,R,1.4,-58.74,0.2,-9.33,0.03,15.9,12,12,West
483,2018-02-15,503,2018-02-15 12:00:00,2018-02-16,R,1.8,-40.33,0.12,-5.56,0.15,4.15,12,12,West
484,2018-02-15,502,2018-02-15,2018-02-15 12:00:00,R,3.6,-95.03,0.19,-12.74,0.04,6.89,0,12,West
485,2018-02-16,504,2018-02-16,2018-02-16 12:00:00,R,0.1,-25.16,0.16,-3.9,0.02,6.04,0,12,West
486,2018-02-16,505,2018-02-16 12:00:00,2018-02-17,R,0,-24.4,0.35,-4.6,0.08,12.4,12,12,West
487,2018-02-17,507,2018-02-17,2018-02-17 12:00:00,R,0.8,-145.54,0.23,-18.75,0.07,4.46000000000001,0,12,High CE
488,2018-02-18,508,2018-02-18,2018-02-18 12:00:00,R,0,-78.48,0.24,-11.37,0.04,12.48,0,12,High CE
489,2018-02-18,509,2018-02-18 12:00:00,2018-02-19,R,0.1,-69.14,0.15,-10.12,0.06,11.82,12,12,High CE
490,2018-03-03,510,2018-03-03 12:00:00,2018-03-04,R,1.5,-81.85,0.21,-11.39,0.05,9.27000000000001,12,12,East
491,2018-03-04,512,2018-03-04 12:00:00,2018-03-05,R,1,-51.11,0.1,-7.1,0.04,5.69,12,12,South
492,2018-03-04,511,2018-03-04,2018-03-04 12:00:00,R,0.9,-75.62,0.08,-10.86,0.03,11.26,0,12,South
493,2018-03-07,514,2018-03-07 12:00:00,2018-03-08,R,2.4,-100.43,0.14,-13.78,0.05,9.80999999999999,12,12,West
494,2018-03-07,513,2018-03-07,2018-03-07 12:00:00,R,0.6,-81.91,0.25,-11.58,0.04,10.73,0,12,West
495,2018-03-08,515,2018-03-08,2018-03-08 12:00:00,R,0.1,-56.38,0.12,-8.64,0.04,12.74,0,12,West
496,2018-03-08,516,2018-03-08 12:00:00,2018-03-09,R,9.7,-43.28,0.23,-7.56,0.05,17.2,12,12,West
497,2018-03-09,517,2018-03-09,2018-03-09 12:00:00,R,1.5,-35.35,0.17,-6.41,0.04,15.93,0,12,West
498,2018-03-09,518,2018-03-09 12:00:00,2018-03-10,R,5.4,-43.4,0.11,-6.34,0.01,7.32,12,12,West
499,2018-03-11,519,2018-03-11,2018-03-11 12:00:00,R,0.7,-40.26,0.23,-5.32,0.06,2.3,0,12,South
500,2018-03-11,520,2018-03-11 12:00:00,2018-03-12,R,0.1,-53.58,0.19,-6.99,0.09,2.34,12,12,South
501,2018-03-12,522,2018-03-12 12:00:00,2018-03-13,R,1.7,-58.99,0.26,-8.05,0.02,5.41,12,12,South
502,2018-03-12,521,2018-03-12,2018-03-12 12:00:00,R,0.6,-52.97,0.13,-7.11,0.03,3.91,0,12,South
503,2018-03-13,523,2018-03-13,2018-03-13 12:00:00,R,4.7,-53.33,0.09,-8.03,0.04,10.91,0,12,South
504,2018-03-13,524,2018-03-13 12:00:00,2018-03-14,R,0.1,-69.79,0.13,-9.56,0.04,6.69,12,12,South
505,2018-03-15,526,2018-03-15 12:00:00,2018-03-16,R,6.7,-100.15,0.21,-12.97,0.05,3.61,12,12,South
506,2018-03-15,525,2018-03-15,2018-03-15 12:00:00,R,0.5,-58.09,0.23,-6.43,0.03,-6.65000000000001,0,12,South
507,2018-03-16,527,2018-03-16,2018-03-16 12:00:00,R,1.8,-85.86,0.21,-12.11,0.05,11.02,0,12,East
508,2018-03-22,528,2018-03-22,2018-03-22 12:00:00,R,0.7,-65.01,0.26,-9.93,0.08,14.43,0,12,High CE
509,2018-03-22,529,2018-03-22 12:00:00,2018-03-23,R,1.1,-56.54,0.32,-8.78,0.05,13.7,12,12,High CE
510,2018-03-23,530,2018-03-23,2018-03-23 12:00:00,R,0.2,-21.6,0.1,-4.25,0.04,12.4,0,12,West
511,2018-03-27,533,2018-03-27 12:00:00,2018-03-28,R,3.8,-57.66,0.2,-7.95,0.05,5.94,12,12,West
512,2018-03-27,532,2018-03-27,2018-03-27 12:00:00,R,0.1,-45.62,0.48,-5.96,0.05,2.06,0,12,West
513,2018-03-28,535,2018-03-28 12:00:00,2018-03-29,R,8.7,-71.09,0.18,-9.08,0.05,1.55,12,12,West
514,2018-03-28,534,2018-03-28,2018-03-28 12:00:00,R,1.2,-48.12,0.14,-6.31,0.04,2.36,0,12,West
515,2018-03-29,536,2018-03-29,2018-03-29 12:00:00,R,0.7,-54.28,0.17,-8.03,0.05,9.95999999999999,0,12,West
516,2018-03-30,537,2018-03-30 12:00:00,2018-03-31,R,3.7,-89.19,0.1,-12.1,0.05,7.61,12,12,West
517,2018-03-31,539,2018-03-31 12:00:00,2018-04-01,R,0.4,-43.57,0.5,-6.27,0.07,6.59,12,12,West
518,2018-03-31,538,2018-03-31,2018-03-31 12:00:00,R,0.1,-81.74,0.23,-11.5,0.07,10.26,0,12,West
519,2018-04-01,541,2018-04-01 12:00:00,2018-04-02,R,0.1,-67.14,0.03,-9.04,0.04,5.17999999999999,12,12,West
520,2018-04-01,540,2018-04-01,2018-04-01 12:00:00,R,2.3,-79.98,0.18,-11.5,0.05,12.02,0,12,West
521,2018-04-02,542,2018-04-02 12:00:00,2018-04-03,R,0.4,-40.85,0.1,-3.76,0.02,-10.77,12,12,West
522,2018-04-03,543,2018-04-03,2018-04-03 09:40:00,R,1.7,-16.37,0.06,-1.95,0.03,-0.770000000000001,0,12,West
523,2018-04-03,544,2018-04-03 12:00:00,2018-04-04,R,2.7,-34.28,0.14,-4.62,0.05,2.68,12,12,West
524,2018-04-04,545,2018-04-04,2018-04-04 12:00:00,R,5.8,-58.46,0.18,-8,0.02,5.54,0,12,West
525,2018-04-04,546,2018-04-04 12:00:00,2018-04-05,R,5.6,-78.1,0.12,-11.13,0.04,10.94,12,12,West
526,2018-04-05,548,2018-04-05 12:00:00,2018-04-06,R,0.2,-50.94,0.1,-6.79,0.04,3.38,12,12,West
527,2018-04-05,547,2018-04-05,2018-04-05 12:00:00,R,1.9,-51.01,0.07,-7.47,0.03,8.75,0,12,West
528,2018-04-10,550,2018-04-10 12:00:00,2018-04-11,R,3.1,-52.1,0.11,-6.97,0.03,3.66,12,12,East
529,2018-04-11,551,2018-04-11,2018-04-11 12:00:00,R,0.2,-37.76,0.1,-2.92,0.09,-14.4,0,12,East
530,2018-04-14,552,2018-04-14 12:00:00,2018-04-15,R,0.4,-34.84,0.06,-4.07,0.05,-2.28,12,12,East
531,2018-04-15,553,2018-04-15,2018-04-15 12:00:00,R,2.5,-69.37,0.14,-8.52,0.06,-1.21000000000001,0,12,East
532,2018-04-23,554,2018-04-23,2018-04-23 08:00:00,R,0.9,-10.91,0.13,-1.77,0.08,3.25,0,8,West
533,2018-04-25,555,2018-04-25 12:00:00,2018-04-26,R,2.2,-20.89,0.12,-3.24,0.08,5.03,12,12,West
534,2018-04-26,556,2018-04-26,2018-04-26 12:00:00,R,0.1,-8.94,0.1,-0.25,0.05,-6.94,0,12,West
535,2018-04-28,558,2018-04-28 12:00:00,2018-04-29,R,1.2,-27.81,0.26,-3.62,0.08,1.15,12,12,South
536,2018-04-29,559,2018-04-29,2018-04-29 12:00:00,R,4.3,-13.49,0.2,-2.04,0.04,2.83,0,12,South
537,2018-04-29,560,2018-04-29 12:00:00,2018-04-30,R,27.4,-21.34,0.13,-3.89,0.05,9.78,12,12,South
538,2018-04-30,562,2018-04-30 12:00:00,2018-05-01,R,1.9,-78.7,0.14,-10.32,0.06,3.86,12,12,South
539,2018-04-30,561,2018-04-30,2018-04-30 12:00:00,R,4,-55.92,0.15,-8.19,0.04,9.59999999999999,0,12,South
540,2018-05-01,563,2018-05-01,2018-05-01 12:00:00,R,0.2,-90.54,0.08,-12.08,0.03,6.09999999999999,0,12,South
541,2018-05-10,564,2018-05-10,2018-05-10 12:00:00,R,4.8,-13.78,0.04,-1.86,0.04,1.1,0,12,East
542,2018-05-12,565,2018-05-12 12:00:00,2018-05-13,R,0.1,6.35,0.09,2.14,0.01,-10.77,12,12,East
543,2018-05-13,566,2018-05-13,2018-05-13 12:00:00,R,5.9,-20.51,0.07,-3.44,0.09,7.01,0,12,East
544,2018-05-14,567,2018-05-14,2018-05-14 12:00:00,R,2.6,-31.46,0.14,-5.31,0.05,11.02,0,12,Low CE
545,2018-05-14,568,2018-05-14 12:00:00,2018-05-15,R,7.9,-40.56,0.15,-6.31,0.05,9.91999999999999,12,12,Low CE
546,2018-05-15,569,2018-05-15,2018-05-15 08:00:00,R,0.1,-19.16,0.14,-3.53,0.03,9.08,0,8,Low CE
547,2018-05-16,571,2018-05-16 12:00:00,2018-05-17,R,0.4,-31.68,0.46,-4.47,0.05,4.08,12,12,Low CE
548,2018-05-16,570,2018-05-16,2018-05-16 11:20:00,R,0.2,-7.4,0.15,-0.78,0.08,-1.16,0,11,Low CE
549,2018-05-17,572,2018-05-17,2018-05-17 07:30:00,R,0.1,-41.82,0.19,-5.35,0.05,0.979999999999997,0,8,East
550,2018-05-20,574,2018-05-20 12:00:00,2018-05-21,R,4.8,-31.77,0.12,-5.04,0.04,8.55,12,12,East
551,2018-05-21,575,2018-05-21,2018-05-21 12:00:00,R,3.1,-58.44,0.1,-9.36,0.07,16.44,0,12,East
552,2018-05-23,576,2018-05-23 12:00:00,2018-05-24,R,17.2,-40.2,0.08,-6.71,0.07,13.48,12,12,East
553,2018-05-24,577,2018-05-24 12:00:00,2018-05-25,R,0.1,-15.3,0.17,-1.16,0.04,-6.02,12,12,East
554,2018-05-25,578,2018-05-25,2018-05-25 08:45:00,R,0.1,-39.07,0.08,-6,0.02,8.93,0,9,East
555,2018-05-28,579,2018-05-28 12:00:00,2018-05-29,R,6.4,-42.41,0.18,-6.14,0.03,6.71,12,12,East
556,2018-05-29,581,2018-05-29 12:00:00,2018-05-30,R,6.2,-31.32,0.12,-5.02,0.06,8.84,12,12,East
557,2018-05-29,580,2018-05-29 08:10:00,2018-05-29 12:00:00,R,0.9,-32.9,0.18,-4.81,0.06,5.58,8,4,East
558,2018-05-30,582,2018-05-30,2018-05-30 08:20:00,R,0.4,-25.93,0.13,-3.99,0.04,5.99,0,8,East
559,2018-05-30,583,2018-05-30 12:00:00,2018-05-31,R,10.7,-37.18,0.12,-5.66,0.06,8.1,12,12,East
560,2018-05-31,584,2018-05-31,2018-05-31 08:20:00,R,0.6,-55.37,0.16,-7.66,0.04,5.91,0,8,East
561,2018-06-01,585,2018-06-01,2018-06-01 12:00:00,R,6.7,-36.71,0.09,-5.32,0.07,5.85,0,12,East
562,2018-06-04,587,2018-06-04 12:00:00,2018-06-05,R,0.8,-14.9,0.1,-0.5,0.06,-10.9,12,12,North
563,2018-06-06,588,2018-06-06 12:00:00,2018-06-07,R,1.6,-27.61,0.09,-3.2,0.07,-2.01,12,12,North
564,2018-06-07,589,2018-06-07,2018-06-07 12:00:00,R,5.4,-39.48,0.15,-5.35,0.01,3.32,0,12,North
565,2018-06-09,590,2018-06-09 12:00:00,2018-06-10,R,4.4,-37.14,0.14,-5.6,0.02,7.66,12,12,North
566,2018-06-10,591,2018-06-10,2018-06-10 12:00:00,R,0.2,-48.93,0.12,-6.04,0.01,-0.609999999999999,0,12,North
567,2018-06-10,592,2018-06-10 12:00:00,2018-06-11,R,10.6,-44.36,0.13,-6.97,0.04,11.4,12,12,North
568,2018-06-11,593,2018-06-11 12:00:00,2018-06-12,R,23.2,-46.23,0.08,-6.47,0.04,5.53,12,12,North
569,2018-06-12,595,2018-06-12 12:00:00,2018-06-13 08:00:00,R,1.6,-24.25,0.23,-4.15,0.02,8.95,12,20,North
570,2018-06-12,594,2018-06-12,2018-06-12 12:00:00,R,6.7,-50.61,0.08,-7.75,0.01,11.39,0,12,North
571,2018-06-14,596,2018-06-14 12:00:00,2018-06-15,R,1.2,-41.91,0.1,-4.75,0.05,-3.91,12,12,West
572,2018-06-15,597,2018-06-15,2018-06-15 12:00:00,R,1.4,-14.18,0.06,-2.24,0.07,3.74,0,12,West
573,2018-07-04,599,2018-07-04 12:00:00,2018-07-05,R,0.2,-19.43,0.3,-0.86,0.04,-12.55,12,12,West
574,2018-07-05,602,2018-07-05 14:30:00,2018-07-06,R,9.4,-50.48,0.19,-7.06,0.03,6,14,10,West
575,2018-07-05,601,2018-07-05 12:00:00,2018-07-05 14:30:00,R,3.9,-54.4,0.21,-7.69,0.03,7.12,12,2,West
576,2018-07-05,600,2018-07-05,2018-07-05 12:00:00,R,6.5,-34.79,0.44,-5.2,0.07,6.81,0,12,West
577,2018-07-14,603,2018-07-14,2018-07-14 12:00:00,R,0,5.45,0.16,3.73,0.08,-24.39,0,12,High CE
578,2018-07-14,604,2018-07-14 12:00:00,2018-07-15,R,0,-11.84,0.08,-0.81,0.04,-5.36,12,12,High CE
579,2018-08-01,605,2018-08-01,2018-08-01 12:00:00,R,3.2,-17.62,0.2,-1.18,0.04,-8.18,0,12,High CE
580,2018-08-08,606,2018-08-08,2018-08-08 12:00:00,R,12.4,-15.32,0.16,-2.54,0.06,5,0,12,South West
581,2018-08-19,613,2018-08-19,2018-08-24,R,0,-28.82,0.16,-3.99,0.08,3.1,0,120,High CE
582,2018-08-25,614,2018-08-25,2018-08-25 12:00:00,R,2.1,-38.76,0.11,-6.29,0.18,11.56,0,12,South
583,2018-08-25,615,2018-08-25 12:00:00,2018-08-27,R,0,-19.49,0.21,-3,0.13,4.51,12,36,South
584,2018-08-27,616,2018-08-27,2018-08-27 12:00:00,R,1.1,-7.09,0.49,-1.33,0.12,3.55,0,12,West
585,2018-08-27,617,2018-08-27 12:00:00,2018-08-28,R,0.1,-19.62,0.18,-3.95,0.08,11.98,12,12,West
586,2018-08-28,618,2018-08-28 12:00:00,2018-08-29,R,0.5,-16.29,0.17,-1.25,0.06,-6.29,0,12,West
587,2018-08-29,619,2018-08-29 12:00:00,2018-08-30,R,16.1,-29.73,0.19,-5.2,0.05,11.87,12,12,Low CE
588,2018-08-30,620,2018-08-30,2018-08-30 12:00:00,R,4,-72.65,0.24,-10.54,0.09,11.67,0,12,Low CE
589,2018-09-06,622,2018-09-06 12:00:00,2018-09-07,R,0.1,-23.38,0.16,-2.34,0.13,-4.66,12,12,South
590,2018-09-06,621,2018-09-06,2018-09-06 12:00:00,R,1.1,-34.9,0.14,-5.45,0.1,8.7,0,12,South
591,2018-09-07,623,2018-09-07,2018-09-07 12:00:00,R,0.1,-27.07,0.27,-3.64,0.03,2.05,0,12,South
592,2018-09-07,624,2018-09-07 12:00:00,2018-09-08,R,0.6,-8.53,0.14,-0.56,0.12,-4.05,12,12,South
593,2018-09-21,626,2018-09-21 12:00:00,2018-09-22,R,1,-24.83,0.36,-3.96,0.1,6.85,12,12,West
594,2018-09-21,625,2018-09-21,2018-09-21 12:00:00,R,3.9,-29.56,0.14,-4.32,0.06,5,0,12,West
595,2018-09-22,627,2018-09-22 12:00:00,2018-09-23,R,1.5,-1.17,0.14,-0.8,0.07,5.23,12,12,West
596,2018-09-23,628,2018-09-23,2018-09-23 12:00:00,R,6.3,4.79,0.2,-0.8,0.1,11.19,0,12,West
597,2018-09-23,629,2018-09-23 12:00:00,2018-09-24,R,7.5,-28.38,0.15,-3.9,0.06,2.82,12,12,West
598,2018-09-25,630,2018-09-25,2018-09-25 12:00:00,R,0.1,-20.26,0.12,-2.48,0.04,-0.420000000000002,0,12,North West
599,2018-10-01,632,2018-10-01 12:00:00,2018-10-02,R,0.1,12.66,0.19,0.76,0.08,6.58,12,12,North West
600,2018-10-01,631,2018-10-01,2018-10-01 12:00:00,R,0.4,-5.75,0.1,-2.33,0.04,12.89,0,12,North West
601,2018-10-02,634,2018-10-02 12:00:00,2018-10-03,R,0.3,3.82,0.1,-1.58,0.13,16.46,12,12,North West
602,2018-10-02,633,2018-10-02,2018-10-02 12:00:00,R,0.1,11.51,0.12,0.07,0.12,10.95,0,12,North West
603,2018-10-03,635,2018-10-03,2018-10-03 12:00:00,R,1.6,-0.82,0.08,-2.07,0.03,15.74,0,12,North West
