date,ID,Sampling start,Sampling end,Precipitation type,Rainfall [mm],dD,dD stdev,d18O,d18O stdev,d_excess,time,duration,gwt
188,2017-06-29,198,2017-06-29,2017-06-29 04:00:00,R,0.1,-45.29,0.16,-6.8,0.03,9.11,0,4,South
189,2017-06-29,200,2017-06-29 12:00:00,2017-06-29 16:00:00,R,0.1,-31.12,0.21,-3.54,0.04,-2.8,12,4,South
190,2017-06-29,201,2017-06-29 16:00:00,2017-06-29 20:00:00,R,0.3,-50.35,0.17,-6.15,0.05,-1.15,16,4,South
191,2017-06-29,202,2017-06-29 20:00:00,2017-06-30,R,4.4,-63.43,0.18,-9.21,0.03,10.25,20,4,South
192,2017-06-30,203,2017-06-30 20:00:00,2017-07-01,R,0.2,-54.1,0.09,-6.94,0.02,1.42,20,4,South
193,2017-07-01,204,2017-07-01,2017-07-01 04:00:00,R,0,-63.83,0.27,-8.2,0.04,1.77,0,4,North West
194,2017-07-01,205,2017-07-01 04:00:00,2017-07-01 08:00:00,R,5.2,-86.53,0.42,-11.78,0.05,7.70999999999999,4,4,North West
195,2017-07-01,206,2017-07-01 08:00:00,2017-07-01 12:00:00,R,1,-72.93,0.17,-9.6,0.04,3.86999999999999,8,4,North West
196,2017-07-01,207,2017-07-01 12:00:00,2017-07-01 16:00:00,R,1.5,-70.07,0.15,-9.29,0.05,4.25,12,4,North West
197,2017-07-01,208,2017-07-01 16:00:00,2017-07-01 20:00:00,R,0.6,-28.15,0.25,-4.41,0.03,7.13,16,4,North West
198,2017-07-03,209,2017-07-03,2017-07-03 04:00:00,R,0.6,-18.22,0.11,-3.12,0.03,6.74,0,4,North West
199,2017-07-03,210,2017-07-03 04:00:00,2017-07-03 08:00:00,R,0,-18.39,0.08,-3.08,0.05,6.25,4,4,North West
200,2017-07-06,211,2017-07-06 20:00:00,2017-07-07,R,9.6,-28.68,0.13,-3.94,0.03,2.84,20,4,High CE
201,2017-07-07,212,2017-07-07,2017-07-07 04:00:00,R,0.1,-20.86,0.06,-2.25,0.04,-2.86,0,4,High CE
202,2017-07-07,213,2017-07-07 04:00:00,2017-07-07 08:00:00,R,0.1,-14.42,0.1,-1.52,0.04,-2.26,4,4,High CE
203,2017-07-09,214,2017-07-09 12:00:00,2017-07-09 16:00:00,R,0.1,-14,0.17,-1.39,0.03,-2.88,12,4,South
204,2017-07-09,215,2017-07-09 20:00:00,2017-07-10,R,17.3,-29.71,0.27,-4.91,0.06,9.57,20,4,South
205,2017-07-10,218,2017-07-10 20:00:00,2017-07-11,R,0.1,-27.06,0.09,-3.08,0.04,-2.42,20,4,South
206,2017-07-10,216,2017-07-10,2017-07-10 04:00:00,R,0.2,-25.79,0.17,-3.58,0.04,2.85,0,4,South
207,2017-07-10,217,2017-07-10 12:00:00,2017-07-10 16:00:00,R,0.7,-22.02,0.28,-3.34,0.08,4.7,12,4,South
208,2017-07-11,222,2017-07-11 12:00:00,2017-07-11 16:00:00,R,7,-44.65,0.16,-6.3,0.05,5.75,12,4,South
209,2017-07-11,223,2017-07-11 16:00:00,2017-07-11 20:00:00,R,1.3,-40.76,0.21,-6.12,0.09,8.2,16,4,South
210,2017-07-11,221,2017-07-11 08:00:00,2017-07-11 12:00:00,R,0.1,-31.91,0.13,-4.39,0.09,3.21,8,4,South
211,2017-07-11,220,2017-07-11 04:00:00,2017-07-11 08:00:00,R,0.1,-46.65,0.15,-6.64,0.03,6.47,4,4,South
212,2017-07-11,219,2017-07-11,2017-07-11 04:00:00,R,12.3,-59.01,0.19,-8.56,0.05,9.47000000000001,0,4,South
213,2017-07-12,224,2017-07-12 04:00:00,2017-07-12 08:00:00,R,2,-17.82,0.18,-3.18,0.05,7.62,4,4,South
214,2017-07-12,225,2017-07-12 08:00:00,2017-07-12 12:00:00,R,3.4,-12.92,0.26,-2.75,0.01,9.08,8,4,South
215,2017-07-12,226,2017-07-12 12:00:00,2017-07-12 16:00:00,R,2.6,-39.61,0.13,-5.95,0.05,7.99,12,4,South
216,2017-07-13,227,2017-07-13 04:00:00,2017-07-13 08:00:00,R,0.1,-47.01,0.16,-6.41,0.06,4.27,4,4,High CE
217,2017-07-14,229,2017-07-14 16:00:00,2017-07-14 20:00:00,R,2.3,-34.02,0.19,-5.38,0.02,9.02,16,4,High CE
218,2017-07-16,230,2017-07-16,2017-07-16 04:00:00,R,1.4,-17.6,0.09,-3.72,0.07,12.16,0,4,High CE
219,2017-07-16,231,2017-07-16 04:00:00,2017-07-16 08:00:00,R,0.1,-18.49,0.04,-3.92,0.08,12.87,4,4,High CE
220,2017-07-20,232,2017-07-20,2017-07-20 04:00:00,R,3.9,-22.62,0.11,-3.39,0.07,4.5,0,4,East
221,2017-07-20,233,2017-07-20 04:00:00,2017-07-20 08:00:00,R,0.2,-12.85,0.05,-2.11,0.09,4.03,4,4,East
222,2017-07-24,237,2017-07-24 12:00:00,2017-07-24 16:00:00,R,1.9,-66.57,0.07,-8.56,0.05,1.91000000000001,12,4,Low CE
223,2017-07-24,238,2017-07-24 16:00:00,2017-07-24 20:00:00,R,2.3,-77.93,0.13,-10.78,0.04,8.30999999999999,16,4,Low CE
224,2017-07-24,239,2017-07-24 20:00:00,2017-07-25,R,0,-76.36,0.16,-10.36,0.06,6.52,20,4,Low CE
225,2017-07-24,235,2017-07-24 04:00:00,2017-07-24 08:00:00,R,6.2,-106.28,0.09,-14.2,0.07,7.31999999999999,4,4,Low CE
226,2017-07-24,236,2017-07-24 08:00:00,2017-07-24 12:00:00,R,0.1,-62.04,0.1,-8.13,0.01,3.00000000000001,8,4,Low CE
227,2017-07-24,234,2017-07-24,2017-07-24 04:00:00,R,8.5,-55.3,0.08,-8.03,0.02,8.94,0,4,Low CE
228,2017-07-25,242,2017-07-25 20:00:00,2017-07-26,R,0.4,-28.56,0.13,-3.72,0.07,1.2,20,4,Low CE
229,2017-07-25,240,2017-07-25 12:00:00,2017-07-25 16:00:00,R,0.7,-45.74,0.13,-6.87,0.08,9.22,12,4,Low CE
230,2017-07-25,241,2017-07-25 16:00:00,2017-07-25 20:00:00,R,5.1,-50.22,0.12,-7.81,0.05,12.26,16,4,Low CE
231,2017-07-26,244,2017-07-26 20:00:00,2017-07-27,R,0.1,-25.31,0.2,-3.38,0.09,1.73,20,4,Low CE
232,2017-07-26,243,2017-07-26 04:00:00,2017-07-26 08:00:00,R,0,-32.15,0.21,-4.93,0.06,7.29,4,4,Low CE
233,2017-07-27,245,2017-07-27,2017-07-27 04:00:00,R,0.6,-17.62,0.12,-3.24,0.03,8.3,0,4,West
234,2017-07-27,246,2017-07-27 04:00:00,2017-07-27 08:00:00,R,0.3,-11.71,0.16,-2.42,0.05,7.65,4,4,West
235,2017-07-27,249,2017-07-27 16:00:00,2017-07-27 20:00:00,R,1.7,-9.85,0.14,-1.94,0.08,5.67,16,4,West
236,2017-07-27,247,2017-07-27 08:00:00,2017-07-27 12:00:00,R,1,-5.76,0.38,-1.52,0.1,6.4,8,4,West
237,2017-07-27,248,2017-07-27 12:00:00,2017-07-27 16:00:00,R,0.8,-3.25,0.06,-0.81,0.04,3.23,12,4,West
238,2017-07-28,250,2017-07-28 08:00:00,2017-07-28 08:00:00,TAP,NA,-51.73,0.19,-7.67,0.07,9.63,8,0,West
239,2017-07-31,251,2017-07-31,2017-07-31 04:00:00,R,0.1,-15.44,0.19,-0.69,0.09,-9.92,0,4,South West
240,2017-07-31,252,2017-07-31 20:00:00,2017-08-01,R,23.9,-27.72,0.11,-4.85,0.08,11.08,20,4,South West
241,2017-08-01,254,2017-08-01 04:00:00,2017-08-01 08:00:00,R,3.5,-10.17,0.18,-2.07,0.05,6.39,4,4,South West
242,2017-08-01,255,2017-08-01 08:00:00,2017-08-01 12:00:00,R,2.6,-24.82,0.1,-3.51,0.02,3.26,8,4,South West
243,2017-08-01,253,2017-08-01,2017-08-01 04:00:00,R,7.6,-20.22,0.2,-3,0.05,3.78,0,4,South West
244,2017-08-02,256,2017-08-02,2017-08-02 04:00:00,R,0.1,-25.88,0.13,-3.27,0.04,0.280000000000001,0,4,South West
245,2017-08-03,257,2017-08-03 08:00:00,2017-08-03 12:00:00,R,0.2,-34.31,0.2,-2.71,0.07,-12.63,8,4,South West
246,2017-08-08,258,2017-08-08 04:00:00,2017-08-08 08:00:00,R,0.4,2.26,0.11,0.74,0.04,-3.66,4,4,South
247,2017-08-08,259,2017-08-08 08:00:00,2017-08-08 12:00:00,R,2,-9.21,0.12,-2.16,0.07,8.07,8,4,South
248,2017-08-08,260,2017-08-08 12:00:00,2017-08-08 16:00:00,R,0.1,-12.15,0.07,-2.67,0.07,9.21,12,4,South
249,2017-08-10,261,2017-08-10,2017-08-10 04:00:00,R,0.4,-28.16,0.14,-3.87,0.05,2.8,0,4,North
250,2017-08-11,262,2017-08-11,2017-08-11 04:00:00,R,0.1,-25.66,0.22,-3.2,0.05,-0.0599999999999987,0,4,North
251,2017-08-12,264,2017-08-12 12:00:00,2017-08-12 16:00:00,R,0.1,-18.54,0.26,-2.87,0.07,4.42,12,4,North
252,2017-08-12,265,2017-08-12 16:00:00,2017-08-12 20:00:00,R,0.6,-3.22,0.26,-1.6,0.07,9.58,16,4,North
253,2017-08-12,263,2017-08-12 04:00:00,2017-08-12 08:00:00,R,0.3,-25.08,0.34,-3.59,0.05,3.64,4,4,North
254,2017-08-12,266,2017-08-12 20:00:00,2017-08-13,R,0.1,-4.44,0.37,-1.98,0.11,11.4,20,4,North
255,2017-08-13,267,2017-08-13,2017-08-13 04:00:00,R,0.3,-5.16,0.34,-1.97,0.09,10.6,0,4,South West
256,2017-08-15,269,2017-08-15 12:00:00,2017-08-15 16:00:00,R,0.1,-11.41,0.17,-0.99,0.07,-3.49,12,4,South West
257,2017-08-15,268,2017-08-15 08:00:00,2017-08-15 12:00:00,R,0.3,-27.93,0.1,-4.07,0.06,4.63,8,4,South West
258,2017-08-15,270,2017-08-15 16:00:00,2017-08-15 20:00:00,R,0.7,-16.95,0.24,-2.64,0.07,4.17,16,4,South West
259,2017-08-15,271,2017-08-15 20:00:00,2017-08-16,R,0.8,-40.48,0.29,-5.96,0.03,7.2,20,4,South West
260,2017-08-17,272,2017-08-17 08:00:00,2017-08-17 10:00:00,R,NA,-27.38,0.25,-4.68,0.08,10.06,8,2,South West
261,2017-08-17,273,2017-08-17 09:45:00,2017-08-17 16:00:00,R,0.3,0.63,0.1,-0.52,0.06,4.79,9,7,South West
262,2017-08-17,274,2017-08-17 16:00:00,2017-08-17 20:00:00,R,0,0.39,0.13,-0.67,0.05,5.75,16,4,South West
263,2017-08-18,277,2017-08-18 20:00:00,2017-08-19,R,1,-68.92,0.09,-9.35,0.07,5.88,20,4,South West
264,2017-08-18,275,2017-08-18 08:00:00,2017-08-18 12:00:00,R,1.9,-22.62,0.16,-3.69,0.02,6.9,8,4,South West
265,2017-08-18,276,2017-08-18 12:00:00,2017-08-18 16:00:00,R,7.9,-45.21,0.32,-6.79,0.03,9.11,12,4,South West
266,2017-08-19,278,2017-08-19,2017-08-19 04:00:00,R,0.1,-57.12,0.05,-8,0.04,6.88,0,4,High CE
267,2017-08-19,279,2017-08-19 04:00:00,2017-08-19 08:00:00,R,0.1,-54.32,0.13,-8.04,0.05,9.99999999999999,4,4,High CE
268,2017-08-19,280,2017-08-19 16:00:00,2017-08-19 20:00:00,R,1.7,-40.46,0.07,-6.06,0.05,8.02,16,4,High CE
269,2017-08-20,282,2017-08-20 04:00:00,2017-08-20 08:00:00,R,0.1,-36.25,0.11,-6.04,0.07,12.07,4,4,High CE
270,2017-08-20,281,2017-08-20,2017-08-20 04:00:00,R,0.1,-34.36,0.12,-4.95,0.05,5.24,0,4,High CE
271,2017-08-21,283,2017-08-21 04:00:00,2017-08-21 08:00:00,R,0.1,-13.11,0.18,-1.63,0.02,-0.0700000000000003,4,4,High CE
272,2017-08-25,285,2017-08-25 12:00:00,2017-08-25 16:00:00,R,5,-15.9,0.26,-2.89,0.03,7.22,12,4,West
273,2017-08-25,286,2017-08-25 16:00:00,2017-08-25 20:00:00,R,0.3,-8.03,0.25,-0.92,0.05,-0.669999999999999,16,4,West
274,2017-08-25,287,2017-08-25 20:00:00,2017-08-26,R,0.1,-9.86,0.31,-1.22,0.06,-0.0999999999999996,20,4,West
275,2017-08-26,289,2017-08-26 04:00:00,2017-08-26 08:00:00,R,0.1,-11.59,0.31,-2.14,0.04,5.53,4,4,West
276,2017-08-26,288,2017-08-26,2017-08-26 04:00:00,R,0.4,-13.46,0.47,-2.64,0.02,7.66,0,4,West
277,2017-08-27,290,2017-08-27 08:00:00,2017-08-27 12:00:00,R,0.1,-10.22,0.28,-2.37,0.03,8.74,8,4,West
278,2017-08-30,291,2017-08-30 20:00:00,2017-08-31,R,2.4,-22.79,0.19,-4,0.07,9.21,20,4,South
279,2017-08-31,292,2017-08-31,2017-08-31 04:00:00,R,0.1,-21.48,0.31,-3.69,0.02,8.04,0,4,South
280,2017-08-31,293,2017-08-31 04:00:00,2017-08-31 08:00:00,R,1.4,-21.8,0.35,-4.05,0.02,10.6,4,4,South
281,2017-09-02,295,2017-09-02 16:00:00,2017-09-02 20:00:00,R,0.8,-31.66,0.4,-4.24,0.06,2.26,16,4,South
282,2017-09-02,294,2017-09-02 12:00:00,2017-09-02 16:00:00,R,2.6,-43.42,0.24,-6.76,0.05,10.66,12,4,South
283,2017-09-03,296,2017-09-03,2017-09-03 04:00:00,R,0.1,-37.64,0.25,-6.39,0.04,13.48,0,4,East
284,2017-09-03,297,2017-09-03 04:00:00,2017-09-03 08:00:00,R,0.1,-45.7,0.34,-8.38,0.06,21.34,4,4,East
285,2017-09-06,298,2017-09-06 04:00:00,2017-09-06 08:00:00,R,0.3,-10.36,0.18,-1.71,0.04,3.32,4,4,West
286,2017-09-08,300,2017-09-08 16:00:00,2017-09-08 20:00:00,R,0.1,-11.67,0.31,-1.7,0.04,1.93,16,4,West
287,2017-09-08,301,2017-09-08 20:00:00,2017-09-09,R,2.8,-20.28,0.25,-3.87,0.06,10.68,20,4,West
288,2017-09-09,305,2017-09-09 12:00:00,2017-09-09 16:00:00,R,3.7,-73.2,0.31,-10.1,0.03,7.59999999999999,12,4,South
289,2017-09-09,306,2017-09-09 16:00:00,2017-09-09 20:00:00,R,2.6,-80.69,0.09,-11.22,0.03,9.07000000000001,16,4,South
290,2017-09-09,302,2017-09-09,2017-09-09 04:00:00,R,10.7,-55.49,0.2,-8.72,0.07,14.27,0,4,South
291,2017-09-09,303,2017-09-09 04:00:00,2017-09-09 08:00:00,R,2.5,-99.62,0.34,-13.81,0.05,10.86,4,4,South
292,2017-09-09,304,2017-09-09 08:00:00,2017-09-09 12:00:00,R,1,-67.48,0.3,-9.25,0.03,6.52,8,4,South
293,2017-09-10,307,2017-09-10,2017-09-10 04:00:00,R,0.1,-67.77,0.22,-9.45,0.04,7.83,0,4,South
294,2017-09-10,308,2017-09-10 12:00:00,2017-09-10 16:00:00,R,0.1,-54.72,0.17,-7.86,0.04,8.16,12,4,South
295,2017-09-11,311,2017-09-11 12:00:00,2017-09-11 16:00:00,R,0.9,-22.2,0.29,-3.52,0.03,5.96,12,4,South
296,2017-09-11,309,2017-09-11,2017-09-11 04:00:00,R,0.3,-34.28,0.08,-4.99,0.02,5.64,0,4,South
297,2017-09-11,310,2017-09-11 04:00:00,2017-09-11 08:00:00,R,0.8,-22.31,0.18,-4.06,0.06,10.17,4,4,South
298,2017-09-11,312,2017-09-11 20:00:00,2017-09-12,R,0.1,-18.25,0.11,-2.48,0.08,1.59,20,4,South
299,2017-09-12,314,2017-09-12 12:00:00,2017-09-12 16:00:00,R,0.1,-29.75,0.16,-4.6,0.06,7.05,12,4,West
300,2017-09-12,315,2017-09-12 16:00:00,2017-09-12 20:00:00,R,7,-48.74,0.12,-7.61,0.03,12.14,16,4,West
301,2017-09-12,313,2017-09-12 08:00:00,2017-09-12 12:00:00,R,2.1,-35.99,0.33,-5.73,0.05,9.85,8,4,West
302,2017-09-13,319,2017-09-13 12:00:00,2017-09-13 16:00:00,R,0.6,-10.51,0.44,-0.41,0.04,-7.23,12,4,West
303,2017-09-13,320,2017-09-13 16:00:00,2017-09-13 20:00:00,R,13.4,-35.48,0.14,-4.9,0.04,3.72000000000001,16,4,West
304,2017-09-13,321,2017-09-13 20:00:00,2017-09-14,R,11.8,-43.57,0.25,-6.39,0.05,7.55,20,4,West
305,2017-09-13,317,2017-09-13 04:00:00,2017-09-13 08:00:00,R,5.5,-14.81,0.48,-3.42,0.05,12.55,4,4,West
306,2017-09-13,318,2017-09-13 08:00:00,2017-09-13 12:00:00,R,4.2,-19.56,0.47,-3.6,0.04,9.24,8,4,West
307,2017-09-13,316,2017-09-13,2017-09-13 04:00:00,R,0.8,-17.31,0.24,-3.34,0.05,9.41,0,4,West
308,2017-09-14,324,2017-09-14 08:00:00,2017-09-14 12:00:00,R,0.5,-25.16,0.31,-4.83,0.07,13.48,8,4,West
309,2017-09-14,322,2017-09-14,2017-09-14 04:00:00,R,5.8,-44.51,0.15,-6.1,0.06,4.29,0,4,West
310,2017-09-14,323,2017-09-14 04:00:00,2017-09-14 08:00:00,R,0.4,-40.2,0.41,-5.87,0.1,6.76,4,4,West
311,2017-09-14,325,2017-09-14 12:00:00,2017-09-14 16:00:00,R,1.6,-24.78,0.16,-4.72,0.03,12.98,12,4,West
312,2017-09-14,326,2017-09-14 16:00:00,2017-09-14 20:00:00,R,1.1,-28.43,0.16,-5.37,0,14.53,16,4,West
313,2017-09-14,327,2017-09-14 20:00:00,2017-09-15,R,0,-20.72,0.09,-4.57,0.06,15.84,20,4,West
314,2017-09-15,328,2017-09-15 04:00:00,2017-09-15 08:00:00,R,0.1,-25.05,0.45,-4.8,0.03,13.35,4,4,North
315,2017-09-15,330,2017-09-15 16:00:00,2017-09-15 20:00:00,R,0.2,-51.39,0.25,-7.66,0.05,9.89,16,4,North
316,2017-09-15,329,2017-09-15 12:00:00,2017-09-15 16:00:00,R,0.8,-47.67,0.37,-7,0.03,8.33,12,4,North
317,2017-09-16,331,2017-09-16,2017-09-16 04:00:00,R,0.2,-52.41,0.31,-7.89,0.09,10.71,0,4,North
318,2017-09-16,332,2017-09-16 16:00:00,2017-09-16 20:00:00,R,5.4,-71.36,0.06,-11.01,0.06,16.72,16,4,North
319,2017-09-16,333,2017-09-16 20:00:00,2017-09-17,R,3.2,-79.9,0.41,-11.06,0.06,8.58,20,4,North
320,2017-09-17,335,2017-09-17 12:00:00,2017-09-17 16:00:00,R,0.1,-73.4,0.11,-10.57,0.08,11.16,12,4,North
321,2017-09-17,334,2017-09-17 04:00:00,2017-09-17 08:00:00,R,0.1,-78.3,0.07,-10.99,0.04,9.62,4,4,North
322,2017-09-18,336,2017-09-18 16:00:00,2017-09-18 20:00:00,R,0.7,-62.98,0.49,-8.35,0.06,3.82,16,4,North
323,2017-09-20,337,2017-09-20 04:00:00,2017-09-20 08:00:00,R,0,-51.78,0.32,-7.49,0.1,8.14,4,4,High CE
324,2017-09-21,338,2017-09-21 04:00:00,2017-09-21 08:00:00,R,0.1,-51.98,0.14,-8.36,0.06,14.9,4,4,High CE
325,2017-09-21,339,2017-09-21 08:00:00,2017-09-24 16:00:00,R,0.2,-36.07,0.11,-5.65,0.02,9.13,8,80,High CE
326,2017-09-25,340,2017-09-25 04:00:00,2017-09-25 08:00:00,R,0.1,-28.52,0.16,-4.49,0.07,7.4,4,4,East
327,2017-09-26,341,2017-09-26 04:00:00,2017-09-26 08:00:00,R,0.1,-34.81,0.14,-5.08,0.06,5.83,4,4,East
328,2017-09-27,342,2017-09-27,2017-09-27 04:00:00,R,0.1,-33.97,0.48,-4.64,0.05,3.15,0,4,East
329,2017-09-29,343,2017-09-29 08:00:00,2017-10-01,R,12.8,-37.18,0.05,-5.89,0.06,9.94,8,40,East
330,2017-10-01,345,2017-10-01,2017-10-02,R,0.2,-64.31,0.12,-9.46,0.06,11.37,0,24,West
331,2017-10-02,346,2017-10-02,2017-10-02 08:00:00,R,0.4,-28.83,0.07,-4.86,0.08,10.05,0,8,West
332,2017-10-02,347,2017-10-02 08:00:00,2017-10-03 08:00:00,R,11.8,-46.41,0.16,-6.63,0.02,6.63,8,24,West
333,2017-10-04,348,2017-10-04 12:00:00,2017-10-05,R,0,-22.81,0.2,-3.8,0.04,7.59,12,12,West
334,2017-10-05,349,2017-10-05,2017-10-05 12:00:00,R,0.1,-9.09,0.14,-2.4,0.07,10.11,0,12,West
335,2017-10-05,350,2017-10-05 12:00:00,2017-10-06,R,2.3,-15.71,0.17,-3.41,0.08,11.57,12,12,West
336,2017-10-06,351,2017-10-06,2017-10-06 12:00:00,R,1.5,-39.31,0.17,-6.66,0.06,13.97,0,12,North West
337,2017-10-06,352,2017-10-06 12:00:00,2017-10-07,R,0.9,-39.69,0.15,-6.48,0.02,12.15,12,12,North West
338,2017-10-07,353,2017-10-07,2017-10-07 12:00:00,R,0.1,-30.05,0.13,-5.73,0.07,15.79,0,12,North West
339,2017-10-07,354,2017-10-07 12:00:00,2017-10-08,R,0.4,-19.01,0.12,-3.68,0.05,10.43,12,12,North West
340,2017-10-08,355,2017-10-08,2017-10-08 12:00:00,R,1.1,-11.61,0.14,-3.09,0.05,13.11,0,12,North West
341,2017-10-09,356,2017-10-09,2017-10-09 12:00:00,R,0.1,-21.71,0.1,-3.19,0.04,3.81,0,12,North West
342,2017-10-09,357,2017-10-09 12:00:00,2017-10-10 12:00:00,R,0.5,-29.26,0.15,-4.97,0.06,10.5,12,24,North West
343,2017-10-12,358,2017-10-12,2017-10-12 12:00:00,R,0.1,-12.7,0.06,-2.68,0.05,8.74,0,12,West
344,2017-10-14,359,2017-10-14,2017-10-14 12:00:00,R,0.2,-24.99,0.22,-4.8,0.04,13.41,0,12,South West
345,2017-10-15,360,2017-10-15,2017-10-15 12:00:00,R,0.2,-28.89,0.18,-5.15,0.03,12.31,0,12,South West
346,2017-10-16,361,2017-10-16,2017-10-16 12:00:00,R,0.2,-14.53,0.22,-2.92,0.03,8.83,0,12,South West
347,2017-10-18,362,2017-10-18,2017-10-18 12:00:00,R,0.2,-18,0.14,-4.13,0.05,15.04,0,12,South West
348,2017-10-19,363,2017-10-19,2017-10-19 08:40:00,R,0.2,-20.15,0.1,-3.8,0.04,10.25,0,9,East
349,2017-10-20,364,2017-10-20,2017-10-20 12:00:00,R,4,-26.33,0.26,-4.54,0.05,9.99,0,12,East
350,2017-10-21,367,2017-10-21 12:00:00,2017-10-22,R,0.4,-14.84,0.12,-2.31,0.05,3.64,12,12,East
351,2017-10-21,366,2017-10-21,2017-10-21 12:00:00,R,0.9,-20.84,0.34,-3.69,0.03,8.68,0,12,East
352,2017-10-22,369,2017-10-22 12:00:00,2017-10-23,R,3.6,-25.89,0.2,-5.33,0.05,16.75,12,12,East
353,2017-10-22,368,2017-10-22,2017-10-22 12:00:00,R,3.3,-47.83,0.29,-7.72,0.05,13.93,0,12,East
354,2017-10-23,371,2017-10-24 12:00:00,2017-10-24,R,1.1,-12.95,0.31,-3.45,0.09,14.65,12,12,West
355,2017-10-24,370,2017-10-24,2017-10-24 12:00:00,R,0.4,-8.52,0.17,-3.17,0.06,16.84,0,12,West
356,2017-10-24,372,2017-10-24 12:00:00,2017-10-25,R,1,-17.27,0.16,-3.71,0.04,12.41,12,12,West
357,2017-10-25,373,2017-10-25 12:00:00,2017-10-26,R,0.1,-9.08,0.12,-3.47,0.03,18.68,12,12,West
358,2017-10-26,374,2017-10-26,2017-10-26 12:00:00,R,0.1,-20.45,0.27,-4.69,0.04,17.07,0,12,North West
359,2017-10-27,375,2017-10-27,2017-10-27 12:00:00,R,0.2,-19.19,0.33,-4.28,0.04,15.05,0,12,North West
360,2017-10-28,376,2017-10-28,2017-10-28 12:00:00,R,0.1,-20.71,0.49,-4.18,0.04,12.73,0,12,North West
361,2017-10-28,377,2017-10-28 12:00:00,2017-10-29,R,0.3,-7.43,0.48,-2.69,0.02,14.09,12,12,North West
362,2017-10-29,379,2017-10-29 12:00:00,2017-10-30,R,0.1,-9.85,0.35,-2.03,0.06,6.39,12,12,North West
363,2017-10-29,378,2017-10-29,2017-10-29 12:00:00,R,2.7,-12.84,0.33,-3.07,0.06,11.72,0,12,North West
364,2017-10-31,380,2017-10-31,2017-10-31 12:00:00,R,0.1,-19.32,0.05,-5.75,0.08,26.68,0,12,West
365,2017-11-04,381,2017-11-04 12:00:00,2017-11-05,R,1.5,-32.52,0.12,-5.62,0.04,12.44,12,12,South West
366,2017-11-05,382,2017-11-05,2017-11-05 12:00:00,R,3.5,-52.25,0.13,-7.47,0.04,7.51,0,12,South West
367,2017-11-05,383,2017-11-05 12:00:00,2017-11-06,R,2.7,-29.04,0.14,-5.62,0.06,15.92,12,12,South West
368,2017-11-06,384,2017-11-06,2017-11-06 11:30:00,R,0.2,-25.42,0.09,-5.33,0.09,17.22,0,11,High CE
369,2017-11-07,385,2017-11-07,2017-11-07 12:00:00,R,0.1,-22.59,0.12,-5.25,0.04,19.41,0,12,High CE
370,2017-11-08,387,2017-11-08 12:00:00,2017-11-09,R,6.4,-119.89,0.21,-16.34,0.05,10.83,12,12,High CE
371,2017-11-08,386,2017-11-08,2017-11-08 12:00:00,R,2.6,-46,0.13,-8.28,0.08,20.24,0,12,High CE
372,2017-11-09,388,2017-11-09,2017-11-09 12:00:00,R,0.1,-124.19,0.1,-16.65,0.04,9.00999999999999,0,12,High CE
373,2017-11-10,390,2017-11-10 12:00:00,2017-11-11,R,2.2,-36.19,0.08,-5.92,0.06,11.17,12,12,North West
374,2017-11-10,389,2017-11-10,2017-11-10 12:00:00,R,2.2,-45.5,0.1,-7.44,0.05,14.02,0,12,North West
375,2017-11-11,391,2017-11-11,2017-11-11 12:00:00,R,4.4,-49.32,0.13,-7.67,0.05,12.04,0,12,North West
376,2017-11-11,392,2017-11-11 12:00:00,2017-11-12,R,3.8,-42.78,0.05,-6.29,0.04,7.54,12,12,North West
377,2017-11-12,394,2017-11-12 12:00:00,2017-11-13,R,1.4,-86.48,0.11,-12.69,0.05,15.04,12,12,North West
378,2017-11-12,393,2017-11-12,2017-11-12 12:00:00,R,12.9,-99.76,0.26,-13.58,0.04,8.88,0,12,North West
379,2017-11-14,395,2017-11-14,2017-11-14 12:00:00,R,0.1,-18.25,0.14,-4.62,0.04,18.71,0,12,High CE
380,2017-11-16,396,2017-11-16,2017-11-16 12:00:00,R,0.1,-36.19,0.14,-6.89,0.05,18.93,0,12,High CE
381,2017-11-17,397,2017-11-17 12:00:00,2017-11-18,R,0,-19.19,0.06,-4,0.02,12.81,12,12,High CE
382,2017-11-18,398,2017-11-18 12:00:00,2017-11-19,R,3.1,-42.78,0.08,-7.47,0.05,16.98,12,12,North West
383,2017-11-19,399,2017-11-19,2017-11-19 12:00:00,R,0.7,-52.71,0.09,-8.48,0.07,15.13,0,12,North West
384,2017-11-20,401,2017-11-20 12:00:00,2017-11-21,R,3.7,-31.91,0.07,-5.62,0.04,13.05,12,12,North West
385,2017-11-20,400,2017-11-20,2017-11-20 12:00:00,R,0.1,-18.08,0.05,-4.57,0.03,18.48,0,12,North West
386,2017-11-21,403,2017-11-21,2017-11-21 12:00:00,R,1.9,-25.83,0.14,-4.79,0.06,12.49,0,12,West
387,2017-11-23,404,2017-11-23 12:00:00,2017-11-24,R,3.2,-25.82,0.1,-4.19,0.05,7.7,12,12,West
388,2017-11-24,405,2017-11-24,2017-11-24 12:00:00,R,5.5,-24.05,0.06,-4.39,0.02,11.07,0,12,West
389,2017-11-24,406,2017-11-24 12:00:00,2017-11-25,R,2,-37.68,0.09,-6.07,0.04,10.88,12,12,West
390,2017-11-25,408,2017-11-25 12:00:00,2017-11-26,R,1,-41.53,0.03,-7.68,0.05,19.91,12,12,North
